ticker,date,close
517494.BO,2026-07-13,12.670000076293944
519152.BO,2026-07-06,9864.7998046875
519152.BO,2026-07-07,9800.0
519152.BO,2026-07-08,9800.0
519152.BO,2026-07-09,9800.0
519152.BO,2026-07-10,9800.0
519152.BO,2026-07-13,9810.0
519421.BO,2026-07-06,184.8000030517578
519421.BO,2026-07-07,183.8500061035156
519421.BO,2026-07-08,179.3000030517578
519421.BO,2026-07-09,181.8999938964844
519421.BO,2026-07-10,180.6999969482422
519421.BO,2026-07-13,182.3000030517578
519475.BO,2026-07-06,65.66000366210938
519475.BO,2026-07-07,68.94000244140625
519475.BO,2026-07-08,69.0
519475.BO,2026-07-09,68.01000213623047
519475.BO,2026-07-10,67.0
519475.BO,2026-07-13,70.33000183105469
519574.BO,2026-07-06,42.9900016784668
519574.BO,2026-07-07,41.45000076293945
519574.BO,2026-07-08,40.290000915527344
519574.BO,2026-07-09,41.88999938964844
519574.BO,2026-07-10,39.97999954223633
519574.BO,2026-07-13,39.310001373291016
521062.BO,2026-07-06,3.9800000190734863
521062.BO,2026-07-07,4.090000152587891
521062.BO,2026-07-08,4.019999980926514
521062.BO,2026-07-09,4.079999923706055
521062.BO,2026-07-10,3.930000066757202
521062.BO,2026-07-13,3.9700000286102295
521161.BO,2026-07-06,31.420000076293945
521161.BO,2026-07-07,31.420000076293945
521161.BO,2026-07-08,32.400001525878906
521161.BO,2026-07-09,34.0
521161.BO,2026-07-10,33.900001525878906
521161.BO,2026-07-13,34.0
521226.BO,2026-07-06,19.75
521226.BO,2026-07-07,18.950000762939453
521226.BO,2026-07-08,18.950000762939453
521226.BO,2026-07-09,18.950000762939453
521226.BO,2026-07-10,19.489999771118164
521226.BO,2026-07-13,19.01000022888184
522183.BO,2026-07-06,265.29998779296875
522183.BO,2026-07-07,286.1000061035156
522183.BO,2026-07-08,276.8999938964844
522183.BO,2026-07-09,289.3500061035156
522183.BO,2026-07-10,285.95001220703125
522183.BO,2026-07-13,291.5
522231.BO,2026-07-06,94.6999969482422
522231.BO,2026-07-07,90.12999725341795
522231.BO,2026-07-08,88.2699966430664
522231.BO,2026-07-09,92.98999786376952
522231.BO,2026-07-10,94.08000183105467
522231.BO,2026-07-13,97.44000244140624
522235.BO,2026-07-06,2.4200000762939453
522235.BO,2026-07-07,2.3399999141693115
522235.BO,2026-07-08,2.3399999141693115
522235.BO,2026-07-09,2.3399999141693115
522235.BO,2026-07-10,2.380000114440918
522235.BO,2026-07-13,2.390000104904175
522245.BO,2026-07-06,20.11000061035156
522245.BO,2026-07-07,20.11000061035156
522245.BO,2026-07-08,20.11000061035156
522245.BO,2026-07-09,20.11000061035156
522245.BO,2026-07-10,20.11000061035156
522245.BO,2026-07-13,21.11000061035156
522273.BO,2026-07-06,220.6999969482422
522273.BO,2026-07-07,227.4499969482422
522273.BO,2026-07-08,237.1999969482422
522273.BO,2026-07-09,225.3500061035156
522273.BO,2026-07-10,214.1000061035156
522273.BO,2026-07-13,203.3999938964844
522650.BO,2026-07-06,97.83000183105467
522650.BO,2026-07-07,98.01000213623048
522650.BO,2026-07-08,93.6999969482422
522650.BO,2026-07-09,95.69000244140624
522650.BO,2026-07-10,99.1999969482422
