symbol,name,exchange,isin
PROTEAN,Protean eGov Technologies Limited,NSE,INE004A01022
PROZONER,Prozone Realty Limited,NSE,INE195N01013
PRSMJOHNSN,Prism Johnson Limited,NSE,INE010A01011
PRUDENT,Prudent Corporate Advisory Services Limited,NSE,INE00F201020
PRUDMOULI,Prudential Sugar Corporation Limited,NSE,INE024D01016
PSB,Punjab & Sind Bank,NSE,INE608A01012
PSPPROJECT,PSP Projects Limited,NSE,INE488V01015
PTC,PTC India Limited,NSE,INE877F01012
PTCIL,PTC Industries Limited,NSE,INE596F01018
PTL,PTL Enterprises Limited,NSE,INE034D01049
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,NSE,INE277B01014
PURVA,Puravankara Limited,NSE,INE323I01011
PVP,PVP Ventures Limited,NSE,INE362A01016
PVRINOX,PVR INOX Limited,NSE,INE191H01014
PVSL,Popular Vehicles and Services Limited,NSE,INE772T01024
PWL,Physicswallah Limited,NSE,INE0LP301011
PYRAMID,Pyramid Technoplast Limited,NSE,INE0MIS01010
QMSMEDI,QMS Medical Allied Services Limited,NSE,INE0FMW01018
QPOWER,Quality Power Electrical Equipments Limited,NSE,INE0SII01026
QUADFUTURE,Quadrant Future Tek Limited,NSE,INE0LRY01011
QUESS,Quess Corp Limited,NSE,INE615P01015
QUICKHEAL,Quick Heal Technologies Limited,NSE,INE306L01010
QUINT,Quint Digital Limited,NSE,INE641R01017
RACE,Race Eco Chain Limited,NSE,INE084Q01012
RACLGEAR,RACL Geartech Limited,NSE,INE704B01017
RADAAN,Radaan Mediaworks India Limited,NSE,INE874F01027
RADHIKAJWE,Radhika Jeweltech Limited,NSE,INE583V01021
RADIANTCMS,Radiant Cash Management Services Limited,NSE,INE855R01021
RADICO,Radico Khaitan Limited,NSE,INE944F01028
RADIOCITY,Music Broadcast Limited,NSE,INE919I01024
RAILTEL,Railtel Corporation Of India Limited,NSE,INE0DD101019
RAIN,Rain Industries Limited,NSE,INE855B01025
RAINBOW,Rainbow Childrens Medicare Limited,NSE,INE961O01016
RAJESHEXPO,Rajesh Exports Limited,NSE,INE343B01030
RAJMET,Rajnandini Metal Limited,NSE,INE00KV01022
RAJOOENG,Rajoo Engineers Limited,NSE,INE535F01024
RAJPALAYAM,Rajapalayam Mills Limited,NSE,INE296E01026
RAJRATAN,Rajratan Global Wire Limited,NSE,INE451D01029
RAJRILTD,Raj Rayon Industries Limited,NSE,INE533D01032
RAJSREESUG,Rajshree Sugars & Chemicals Limited,NSE,INE562B01019
RAJTV,Raj Television Network Limited,NSE,INE952H01027
RALLIS,Rallis India Limited,NSE,INE613A01020
RAMANEWS,Shree Rama Newsprint Limited,NSE,INE278B01020
RAMAPHO,Rama Phosphates Limited,NSE,INE809A01032
RAMASTEEL,Rama Steel Tubes Limited,NSE,INE230R01035
RAMBHAJO,Advit Jewels Limited,NSE,INE1SJO01012
RAMCOCEM,The Ramco Cements Limited,NSE,INE331A01037
RAMCOIND,Ramco Industries Limited,NSE,INE614A01028
RAMCOSYS,Ramco Systems Limited,NSE,INE246B01019
RAMKY,Ramky Infrastructure Limited,NSE,INE874I01013
RAMRAT,Ram Ratna Wires Limited,NSE,INE207E01023
RANASUG,Rana Sugars Limited,NSE,INE625B01014
RANEHOLDIN,Rane Holdings Limited,NSE,INE384A01010
RATEGAIN,Rategain Travel Technologies Limited,NSE,INE0CLI01024
RATNAMANI,Ratnamani Metals & Tubes Limited,NSE,INE703B01027
RATNAVEER,Ratnaveer Precision Engineering Limited,NSE,INE05CZ01011
RAYMOND,Raymond Limited,NSE,INE301A01014
RAYMONDLSL,Raymond Lifestyle Limited,NSE,INE02ID01020
RAYMONDREL,Raymond Realty Limited,NSE,INE1SY401010
RBA,Restaurant Brands Asia Limited,NSE,INE07T201019
RBLBANK,RBL Bank Limited,NSE,INE976G01028
RBZJEWEL,RBZ Jewellers Limited,NSE,INE0PEQ01016
RCF,Rashtriya Chemicals and Fertilizers Limited,NSE,INE027A01015
RCOM,Reliance Communications Limited,NSE,INE330H01018
RECLTD,REC Limited,NSE,INE020B01018
REDINGTON,Redington Limited,NSE,INE891D01026
REDTAPE,Redtape Limited,NSE,INE0LXT01019
REFEX,Refex Industries Limited,NSE,INE056I01025
REGAAL,Regaal Resources Limited,NSE,INE0MHO01029
REGENCERAM,Regency Ceramics Limited,NSE,INE277C01012
RELAXO,Relaxo Footwears Limited,NSE,INE131B01039
RELCHEMQ,Reliance Chemotex Industries Limited,NSE,INE750D01016
RELIABLE,Reliable Data Services Limited,NSE,INE375Y01018
RELIANCE,Reliance Industries Limited,NSE,INE002A01018
RELIGARE,Religare Enterprises Limited,NSE,INE621H01010
RELINFRA,Reliance Infrastructure Limited,NSE,INE036A01016
RELTD,Ravindra Energy Limited,NSE,INE206N01018
REMSONSIND,Remsons Industries Limited,NSE,INE474C01023
RENUKA,Shree Renuka Sugars Limited,NSE,INE087H01022
REPCOHOME,Repco Home Finance Limited,NSE,INE612J01015
REPL,Rudrabhishek Enterprises Limited,NSE,INE364Z01019
REPRO,Repro India Limited,NSE,INE461B01014
RESPONIND,Responsive Industries Limited,NSE,INE688D01026
RETAIL,JHS Svendgaard Retail Ventures Limited,NSE,INE03DD01011
RGL,Renaissance Global Limited,NSE,INE722H01024
RHETAN,Rhetan TMT Limited,NSE,INE0KKN01029
RHFL,Reliance Home Finance Limited,NSE,INE217K01011
RHIM,RHI MAGNESITA INDIA LIMITED,NSE,INE743M01012
RHL,Robust Hotels Limited,NSE,INE508K01013
RICOAUTO,Rico Auto Industries Limited,NSE,INE209B01025
RIIL,Reliance Industrial Infrastructure Limited,NSE,INE046A01015
RIR,RIR Power Electronics Limited,NSE,INE302D01024
RISHABH,Rishabh Instruments Limited,NSE,INE0N2P01017
RITCO,Ritco Logistics Limited,NSE,INE01EG01016
RITES,RITES Limited,NSE,INE320J01015
RKDL,Ravi Kumar Distilleries Limited,NSE,INE722J01012
RKEC,RKEC Projects Limited,NSE,INE786W01010
RKFORGE,Ramkrishna Forgings Limited,NSE,INE399G01023
RKSWAMY,R K Swamy Limited,NSE,INE0NQ801033
RMC,RMC Switchgears Limited,NSE,INE655V01019
RMDRIP,R M Drip and Sprinklers Systems Limited,NSE,INE219Y01026
RML,Rane (Madras) Limited,NSE,INE050H01012
RNBDENIMS,R&B Denims Limited,NSE,INE012Q01039
ROHLTD,Royal Orchid Hotels Limited,NSE,INE283H01019
ROLEXRINGS,Rolex Rings Limited,NSE,INE645S01024
ROLLT,Rollatainers Limited,NSE,INE927A01040
ROML,Raj Oil Mills Limited,NSE,INE294G01026
ROSSARI,Rossari Biotech Limited,NSE,INE02A801020
ROSSELLIND,Rossell India Limited,NSE,INE847C01020
ROSSTECH,Rossell Techsys Limited,NSE,INE0OJW01016
ROTO,Roto Pumps Limited,NSE,INE535D01037
ROUTE,ROUTE MOBILE LIMITED,NSE,INE450U01017
RPEL,Raghav Productivity Enhancers Limited,NSE,INE912T01018
RPGLIFE,RPG Life Sciences Limited,NSE,INE105J01010
RPOWER,Reliance Power Limited,NSE,INE614G01033
RPPINFRA,R.P.P. Infra Projects Limited,NSE,INE324L01013
RPPL,Rajshree Polypack Limited,NSE,INE760W01023
RPSGVENT,RPSG VENTURES LIMITED,NSE,INE425Y01011
RPTECH,Rashi Peripherals Limited,NSE,INE0J1F01024
RRECL,RDB Real Estate Constructions Limited,NSE,INE0AK901016
RRIL,RRIL Limited,NSE,INE951M01037
RRKABEL,R R Kabel Limited,NSE,INE777K01022
RSDFIN,RSD Finance Limited,NSE,INE616F01022
RSL,Rajputana Stainless Limited,NSE,INE313L01016
RSSOFTWARE,R. S. Software (India) Limited,NSE,INE165B01029
RSWM,RSWM Limited,NSE,INE611A01016
RSYSTEMS,R Systems International Limited,NSE,INE411H01032
RTNINDIA,RattanIndia Enterprises Limited,NSE,INE834M01019
RTNPOWER,RattanIndia Power Limited,NSE,INE399K01017
RTSPOWR,RTS Power Corporation Limited,NSE,INE005C01017
RUBFILA,Rubfila International Limited,NSE,INE642C01025
RUBICON,Rubicon Research Limited,NSE,INE506V01022
RUBYMILLS,The Ruby Mills Limited,NSE,INE301D01026
RUCHINFRA,Ruchi Infrastructure Limited,NSE,INE413B01023
RUCHIRA,Ruchira Papers Limited,NSE,INE803H01014
RUDRA,Rudra Global Infra Products Limited,NSE,INE027T01023
RUPA,Rupa & Company Limited,NSE,INE895B01021
RUSHIL,Rushil Decor Limited,NSE,INE573K01025
RUSTOMJEE,Keystone Realtors Limited,NSE,INE263M01029
RVHL,Ravinder Heights Limited,NSE,INE09E501017
RVNL,Rail Vikas Nigam Limited,NSE,INE415G01027
RVTH,Revathi Equipment India Limited,NSE,INE0DAB01012
S&SPOWER,S&S Power Switchgears Limited,NSE,INE902B01017
SAATVIKGL,Saatvik Green Energy Limited,NSE,INE13B501022
SAB,SAB Industries Limited,NSE,INE137M01017
SADBHAV,Sadbhav Engineering Limited,NSE,INE226H01026
SADBHIN,Sadbhav Infrastructure Project Limited,NSE,INE764L01010
SADHNANIQ,Sadhana Nitrochem Limited,NSE,INE888C01040
SAFARI,Safari Industries (India) Limited,NSE,INE429E01023
SAGARDEEP,Sagardeep Alloys Limited,NSE,INE976T01013
SAGCEM,Sagar Cements Limited,NSE,INE229C01021
SAGILITY,SAGILITY LIMITED,NSE,INE0W2G01015
SAHLIBHFI,Shalibhadra Finance Limited,NSE,INE861D01011
SAHYADRI,Sahyadri Industries Limited,NSE,INE280H01015
SAICAPI,Sai Capital Limited,NSE,INE531X01018
SAIL,Steel Authority of India Limited,NSE,INE114A01011
SAILIFE,Sai Life Sciences Limited,NSE,INE570L01029
SAIPARENT,Sai Parenterals Limited,NSE,INE0H9F01037
SAKAR,Sakar Healthcare Limited,NSE,INE732S01012
SAKHTISUG,Sakthi Sugars Limited,NSE,INE623A01011
SAKSOFT,Saksoft Limited,NSE,INE667G01023
SAKUMA,Sakuma Exports Limited,NSE,INE190H01024
SALASAR,Salasar Techno Engineering Limited,NSE,INE170V01027
SALONA,Salona Cotspin Limited,NSE,INE498E01010
SALSTEEL,S.A.L. Steel Limited,NSE,INE658G01014
SALZERELEC,Salzer Electronics Limited,NSE,INE457F01013
SAMBANDAM,Sambandam Spinning Mills Limited,NSE,INE304D01012
SAMBHAAV,Sambhaav Media Limited,NSE,INE699B01027
SAMBHV,Sambhv Steel Tubes Limited,NSE,INE12NJ01018
SAMHI,Samhi Hotels Limited,NSE,INE08U801020
SAMMAANCAP,Sammaan Capital Limited,NSE,INE148I01020
SAMPANN,Sampann Utpadan India Limited,NSE,INE735M01018
SANATHAN,Sanathan Textiles Limited,NSE,INE0JPD01013
SANDESH,The Sandesh Limited,NSE,INE583B01015
SANDHAR,Sandhar Technologies Limited,NSE,INE278H01035
SANDUMA,Sandur Manganese & Iron Ores Limited,NSE,INE149K01016
SANGAMIND,Sangam (India) Limited,NSE,INE495C01010
SANGHVIMOV,Sanghvi Movers Limited,NSE,INE989A01032
SANGINITA,Sanginita Chemicals Limited,NSE,INE753W01010
SANOFI,Sanofi India Limited,NSE,INE058A01010
SANOFICONR,Sanofi Consumer Healthcare India Limited,NSE,INE0UOS01011
SANSERA,Sansera Engineering Limited,NSE,INE953O01021
SANSTAR,Sanstar Limited,NSE,INE08NE01025
SANWARIA,Sanwaria Consumer Limited,NSE,INE890C01046
SAPPHIRE,Sapphire Foods India Limited,NSE,INE806T01020
SAPPL,Shree Ajit Pulp & Paper Limited,NSE,INE185C01017
SARDAEN,Sarda Energy & Minerals Limited,NSE,INE385C01021
SAREGAMA,Saregama India Limited,NSE,INE979A01025
SARLAPOLY,Sarla Performance Fibers Limited,NSE,INE453D01025
SARVESHWAR,Sarveshwar Foods Limited,NSE,INE324X01026
SASKEN,Sasken Technologies Limited,NSE,INE231F01020
SATIA,Satia Industries Limited,NSE,INE170E01023
SATIN,Satin Creditcare Network Limited,NSE,INE836B01017
SAURASHCEM,Saurashtra Cement Limited,NSE,INE626A01014
SAYAJIHOTL,Sayaji Hotels Limited,NSE,INE318C01014
SAYAJIIND,Sayaji Industries Limited,NSE,INE327G01032
SBC,SBC Exports Limited,NSE,INE04AK01028
SBCL,Shivalik Bimetal Controls Limited,NSE,INE386D01027
SBFC,SBFC Finance Limited,NSE,INE423Y01016
SBGLP,Suratwwala Business Group Limited,NSE,INE05ST01028
SBICARD,SBI Cards and Payment Services Limited,NSE,INE018E01016
SBIFUNDS,SBI Funds Management Limited,NSE,INE640G01020
SBILIFE,SBI Life Insurance Company Limited,NSE,INE123W01016
SBIN,State Bank of India,NSE,INE062A01020
SCANSTL,Scan Steels Limited,NSE,INE099G01011
SCHAEFFLER,Schaeffler India Limited,NSE,INE513A01022
SCHAND,S Chand And Company Limited,NSE,INE807K01035
SCHNEIDER,Schneider Electric Infrastructure Limited,NSE,INE839M01018
SCI,Shipping Corporation Of India Limited,NSE,INE109A01011
SCILAL,Shipping Corporation of India Land and Assets Limited,NSE,INE0PB301013
SCODATUBES,Scoda Tubes Limited,NSE,INE090501011
SCPL,Sheetal Cool Products Limited,NSE,INE501Y01019
SDBL,Som Distilleries & Breweries Limited,NSE,INE480C01038
SEAMECLTD,Seamec Limited,NSE,INE497B01018
SECMARK,SecMark Consultancy Limited,NSE,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,NSE,INE650K01021
SEDEMAC,SEDEMAC Mechatronics Limited,NSE,INE00XB01019
SEIL,Shanti Educational Initiatives Limited,NSE,INE440T01028
SEJALLTD,Sejal Glass Limited,NSE,INE955I01044
SEKURITIND,Saint Gobain Sekurit India Limited,NSE,INE068B01017
SELMC,SEL Manufacturing Company Limited,NSE,INE105I01020
SEMAC,Semac Construction Limited,NSE,INE617A01013
SENCO,Senco Gold Limited,NSE,INE602W01027
SENORES,Senores Pharmaceuticals Limited,NSE,INE0RB801010
SEPC,SEPC Limited,NSE,INE964H01014
SERVOTECH,Servotech Renewable Power System Limited,NSE,INE782X01033
SESHAPAPER,Seshasayee Paper and Boards Limited,NSE,INE630A01024
SETCO,Setco Automotive Limited,NSE,INE878E01021
SETL,Standard Engineering Technology Limited,NSE,INE0M4D01010
SETUINFRA,Setubandhan Infrastructure Limited,NSE,INE023M01027
SEYAIND,Seya Industries Limited,NSE,INE573R01012
SFL,Sheela Foam Limited,NSE,INE916U01025
SGFIN,SG Finserve Limited,NSE,INE618R01015
SGIL,Synergy Green Industries Limited,NSE,INE00QT01015
SGL,STL Global Limited,NSE,INE353H01010
SGLRES,SGL Resources Limited,NSE,INE967B01028
SGMART,SG Mart Limited,NSE,INE385F01024
SGRL,Shree Ganesh Remedies Limited,NSE,INE414Y01015
SHADOWFAX,Shadowfax Technologies Limited,NSE,INE12UN01015
SHAH,Shah Metacorp Limited,NSE,INE482J01021
SHAHALLOYS,Shah Alloys Limited,NSE,INE640C01011
SHAILY,Shaily Engineering Plastics Limited,NSE,INE151G01028
SHAKTIPUMP,Shakti Pumps (India) Limited,NSE,INE908D01010
SHALBY,Shalby Limited,NSE,INE597J01018
SHALPAINTS,Shalimar Paints Limited,NSE,INE849C01026
SHANKARA,Shankara Building Products Limited,NSE,INE274V01019
SHANKESH,Shankesh Jewellers Limited,NSE,INE1WFC01025
SHANTI,Shanti Overseas (India) Limited,NSE,INE933X01016
SHANTIGEAR,Shanthi Gears Limited,NSE,INE631A01022
SHANTIGOLD,Shanti Gold International Limited,NSE,INE06ZD01017
SHARDACROP,Sharda Cropchem Limited,NSE,INE221J01015
SHARDAMOTR,Sharda Motor Industries Limited,NSE,INE597I01028
SHARDUL,Shardul Securities Limited,NSE,INE037B01020
SHAREINDIA,Share India Securities Limited,NSE,INE932X01026
SHBAJRG,Shri Bajrang Alliance Limited,NSE,INE402H01015
SHEKHAWATI,Shekhawati Industries Limited,NSE,INE268L01046
SHEMAROO,Shemaroo Entertainment Limited,NSE,INE363M01019
SHERVANI,Shervani Industrial Syndicate Limited,NSE,INE011D01013
SHILCTECH,Shilchar Technologies Limited,NSE,INE024F01011
SHILGRAVQ,Shilp Gravures Limited,NSE,INE960A01017
SHILPAMED,Shilpa Medicare Limited,NSE,INE790G01031
SHINDL,Sharat Industries Limited,NSE,INE220Z01013
SHIPROCKET,Shiprocket Limited,NSE,INE0FOO01011
SHIVAAGRO,Shiva Global Agro Industries Limited,NSE,INE960E01019
SHIVACEM,Shiva Cement Limited,NSE,INE555C01029
SHIVALIK,Shivalik Rasayan Limited,NSE,INE788J01021
SHIVAMAUTO,Shivam Autotech Limited,NSE,INE637H01024
SHIVAMILLS,Shiva Mills Limited,NSE,INE644Y01017
SHIVATEX,Shiva Texyarn Limited,NSE,INE705C01020
SHIVAUM,Shiv Aum Steels Limited,NSE,INE719F01016
SHK,S H Kelkar and Company Limited,NSE,INE500L01026
SHOPERSTOP,Shoppers Stop Limited,NSE,INE498B01024
SHRADDHA,Shraddha Prime Projects Limited,NSE,INE311M01018
SHRADHA,Shradha Realty Limited,NSE,INE715Y01031
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,NSE,INE232A01011
SHREECEM,SHREE CEMENT LIMITED,NSE,INE070A01015
SHREEJISPG,Shreeji Shipping Global Limited,NSE,INE1B6101010
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,NSE,INE712K01011
SHREERAMA,Shree Rama Multi-Tech Limited,NSE,INE879A01019
SHRENIK,Shrenik Limited,NSE,INE632X01030
SHREYANIND,Shreyans Industries Limited,NSE,INE231C01019
SHRIKRISH,Shri Krishna Devcon Limited,NSE,INE997I01012
SHRINGARMS,Shringar House of Mangalsutra Limited,NSE,INE1B3L01017
SHRIPISTON,SPR Auto Technologies Limited,NSE,INE526E01018
SHRIRAMFIN,Shriram Finance Limited,NSE,INE721A01047
SHRIRAMPPS,Shriram Properties Limited,NSE,INE217L01019
SHRJAGP,Shri Jagdamba Polymers Limited,NSE,INE564J01026
SHUKRAPHAR,Shukra Pharmaceuticals Limited,NSE,INE551C01044
SHYAMCENT,Shyam Century Ferrous Limited,NSE,INE979R01011
SHYAMMETL,Shyam Metalics and Energy Limited,NSE,INE810G01011
SHYAMTEL,Shyam Telecom Limited,NSE,INE635A01023
SICAGEN,Sicagen India Limited,NSE,INE176J01011
SICALLOG,Sical Logistics Limited,NSE,INE075B01020
SIEL,Superior Industrial Enterprises Limited,NSE,INE843L01012
SIEMENS,Siemens Limited,NSE,INE003A01024
SIGACHI,Sigachi Industries Limited,NSE,INE0D0K01022
SIGIND,Signet Industries Limited,NSE,INE529F01035
SIGMA,Sigma Solve Limited,NSE,INE0A0S01028
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,NSE,INE933B01012
SIGNATURE,Signatureglobal (India) Limited,NSE,INE903U01023
SIGNPOST,Signpost India Limited,NSE,INE0KGZ01021
SIKA,Sika Interplant Systems Limited,NSE,INE438E01032
SIKKO,Sikko Industries Limited,NSE,INE112X01025
SIL,Standard Industries Limited,NSE,INE173A01025
SILGO,Silgo Retail Limited,NSE,INE01II01013
SILINV,SIL Investments Limited,NSE,INE923A01015
SILLYMONKS,Silly Monks Entertainment Limited,NSE,INE203Y01012
SILVERTUC,Silver Touch Technologies Limited,NSE,INE625X01026
SIMBHALS,Simbhaoli Sugars Limited,NSE,INE748T01016
SIMPLEXINF,Simplex Infrastructures Limited,NSE,INE059B01024
SIMPLXREA,Simplex Realty Limited,NSE,INE167H01014
SINCLAIR,Sinclairs Hotels Limited,NSE,INE985A01022
SINDHUTRAD,Sindhu Trade Links Limited,NSE,INE325D01025
SINGERIND,Singer India Limited,NSE,INE638A01035
SINTERCOM,Sintercom India Limited,NSE,INE129Z01016
SIRCA,Sirca Paints India Limited,NSE,INE792Z01011
SIS,SIS LIMITED,NSE,INE285J01028
SITINET,Siti Networks Limited,NSE,INE965H01011
SIYSIL,Siyaram Silk Mills Limited,NSE,INE076B01028
SJS,S.J.S. Enterprises Limited,NSE,INE284S01014
SJVN,SJVN Limited,NSE,INE002L01015
SKFINDIA,SKF India Limited,NSE,INE640A01023
SKFINDUS,SKF India (Industrial) Limited,NSE,INE2J8701016
SKIPPER,Skipper Limited,NSE,INE439E01022
SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,INE01IU01018
SMARTLINK,Smartlink Holdings Limited,NSE,INE178C01020
SMARTWORKS,Smartworks Coworking Spaces Limited,NSE,INE0NAZ01010
SMCGLOBAL,SMC Global Securities Limited,NSE,INE103C01036
SMLMAH,SML Mahindra Limited,NSE,INE294B01019
SMLT,Sarthak Metals Limited,NSE,INE017W01010
SMSPHARMA,SMS Pharmaceuticals Limited,NSE,INE812G01025
SNOWMAN,Snowman Logistics Limited,NSE,INE734N01019
SOBHA,Sobha Limited,NSE,INE671H01015
SOFTTECH,Softtech Engineers Limited,NSE,INE728Z01015
SOLARA,Solara Active Pharma Sciences Limited,NSE,INE624Z01016
SOLARINDS,Solar Industries India Limited,NSE,INE343H01029
SOLARWORLD,Solarworld Energy Solutions Limited,NSE,INE0TY101024
SOLEX,Solex Energy Limited,NSE,INE880Y01017
SOMANYCERA,Somany Ceramics Limited,NSE,INE355A01028
SOMATEX,Soma Textiles & Industries Limited,NSE,INE314C01013
SOMICONVEY,Somi Conveyor Beltings Limited,NSE,INE323J01019
SONACOMS,Sona BLW Precision Forgings Limited,NSE,INE073K01018
SONAL,Sonal Mercantile Limited,NSE,INE321M01017
SONAMLTD,SONAM LIMITED,NSE,INE00LM01029
SONATSOFTW,Sonata Software Limited,NSE,INE269A01021
SOTL,Savita Oil Technologies Limited,NSE,INE035D01020
SOUTHBANK,The South Indian Bank Limited,NSE,INE683A01023
SOUTHWEST,South West Pinnacle Exploration Limited,NSE,INE980Y01015
SPAL,S. P. Apparels Limited,NSE,INE212I01016
SPANDANA,Spandana Sphoorty Financial Limited,NSE,INE572J01011
SPARC,Sun Pharma Advanced Research Company Limited,NSE,INE232I01014
SPCENET,Spacenet Enterprises India Limited,NSE,INE970N01027
SPECIALITY,Speciality Restaurants Limited,NSE,INE247M01014
SPECTRUM,Spectrum Electrical Industries Limited,NSE,INE01EO01010
SPELS,SPEL Semiconductor Limited,NSE,INE252A01019
SPENCERS,Spencer's Retail Limited,NSE,INE020801028
SPIC,Southern Petrochemicals Industries Corporation  Limited,NSE,INE147A01011
SPLIL,SPL Industries Limited,NSE,INE978G01016
SPLPETRO,Supreme Petrochem Limited,NSE,INE663A01033
SPMLINFRA,SPML Infra Limited,NSE,INE937A01023
SPORTKING,Sportking India Limited,NSE,INE885H01029
SRD,Shankar Lal Rampal Dye-Chem Limited,NSE,INE01NE01012
SREEL,Sreeleathers Limited,NSE,INE099F01013
SRF,SRF Limited,NSE,INE647A01010
SRGHFL,SRG Housing Finance Limited,NSE,INE559N01010
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,NSE,INE917H01012
SRIKPRIND,Sri KPR Industries Limited,NSE,INE009C01019
SRM,SRM Contractors Limited,NSE,INE0R6Z01013
SRTL,Shree Ram Twistex Limited,NSE,INE19GK01015
SSDL,Saraswati Saree Depot Limited,NSE,INE0PQ101010
SSWL,Steel Strips Wheels Limited,NSE,INE802C01033
STALLION,Stallion India Fluorochemicals Limited,NSE,INE0RYC01010
STANLEY,Stanley Lifestyles Limited,NSE,INE01A001028
STAR,Strides Pharma Science Limited,NSE,INE939A01011
STARCEMENT,Star Cement Limited,NSE,INE460H01021
STARHEALTH,Star Health and Allied Insurance Company Limited,NSE,INE575P01011
STARPAPER,Star Paper Mills Limited,NSE,INE733A01018
STARTECK,Starteck Finance Limited,NSE,INE992I01013
STCINDIA,The State Trading Corporation of India Limited,NSE,INE655A01013
STEELCAS,Steelcast Limited,NSE,INE124E01038
STEELCITY,Steel City Securities Limited,NSE,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA LIMITED,NSE,INE503B01021
STEL,Stel Holdings Limited,NSE,INE577L01016
STERTOOLS,Sterling Tools Limited,NSE,INE334A01023
STLNETWORK,STL Networks Limited,NSE,INE1VXE01018
STLSTRINF,Steel Strips Infrastructures Limited,NSE,INE205F01016
STLTECH,Sterlite Technologies Limited,NSE,INE089C01029
STOVEKRAFT,Stove Kraft Limited,NSE,INE00IN01015
STUDDS,Studds Accessories Limited,NSE,INE00Q601028
STYL,Seshaasai Technologies Limited,NSE,INE04VU01023
STYLAMIND,Stylam Industries Limited,NSE,INE239C01020
STYLEBAAZA,Baazar Style Retail Limited,NSE,INE01FR01028
STYRENIX,Styrenix Performance Materials Limited,NSE,INE189B01011
SUBEXLTD,Subex Limited,NSE,INE754A01055
SUBROS,Subros Limited,NSE,INE287B01021
SUDARCOLOR,Sudarshan Colorants India Limited,NSE,INE492A01029
SUDARSCHEM,Sudarshan Chemical Industries Limited,NSE,INE659A01023
SUDEEPPHRM,Sudeep Pharma Limited,NSE,INE0QPI01025
SUKHJITS,Sukhjit Starch & Chemicals Limited,NSE,INE450E01029
SULA,Sula Vineyards Limited,NSE,INE142Q01026
SUMEDHA,Sumedha Fiscal Services Limited,NSE,INE886B01012
SUMEETINDS,Sumeet Industries Limited,NSE,INE235C01036
SUMICHEM,Sumitomo Chemical India Limited,NSE,INE258G01013
SUMIT,Sumit Woods Limited,NSE,INE748Z01013
SUMMITSEC,Summit Securities Limited,NSE,INE519C01017
SUNCLAY,Sundaram Clayton Limited,NSE,INE0Q3R01026
SUNDARAM,Sundaram Multi Pap Limited,NSE,INE108E01023
SUNDARMFIN,Sundaram Finance Limited,NSE,INE660A01013
SUNDRMBRAK,Sundaram Brake Linings Limited,NSE,INE073D01013
SUNDRMFAST,Sundram Fasteners Limited,NSE,INE387A01021
SUNDROP,Sundrop Brands Limited,NSE,INE209A01019
SUNFLAG,Sunflag Iron And Steel Company Limited,NSE,INE947A01014
SUNLOC,Sunil Healthcare Limited,NSE,INE671C01016
SUNPHARMA,Sun Pharmaceutical Industries Limited,NSE,INE044A01036
SUNRAKSHAK,Sunrakshakk Industries India Limited,NSE,INE671K01027
SUNSHIEL,Sunshield Chemicals Limited,NSE,INE199E01014
SUNSHINE,Sunshine Pictures Limited,NSE,INE1B3O01011
SUNTECK,Sunteck Realty Limited,NSE,INE805D01034
SUNTV,Sun TV Network Limited,NSE,INE424H01027
SUPERHOUSE,Superhouse Limited,NSE,INE712B01010
SUPERSPIN,Super Spinning Mills Limited,NSE,INE662A01027
SUPRAJIT,Suprajit Engineering Limited,NSE,INE399C01030
SUPREME,Supreme Holdings & Hospitality (India) Limited,NSE,INE822E01011
SUPREMEENG,Supreme Engineering Limited,NSE,INE319Z01021
SUPREMEIND,Supreme Industries Limited,NSE,INE195A01028
SUPREMEINF,Supreme Infrastructure India Limited,NSE,INE550H01011
SUPRIYA,Supriya Lifescience Limited,NSE,INE07RO01027
SUPTANERY,Super Tannery Limited,NSE,INE460D01038
SURAJEST,Suraj Estate Developers Limited,NSE,INE843S01025
SURAJLTD,Suraj Limited,NSE,INE713C01016
SURAKSHA,Suraksha Diagnostic Limited,NSE,INE877V01027
SURANASOL,Surana Solar Limited,NSE,INE272L01022
SURANAT&P,Surana Telecom and Power Limited,NSE,INE130B01031
SURYALA,Suryalata Spinning Mills Limited,NSE,INE132C01027
SURYALAXMI,Suryalakshmi Cotton Mills Limited,NSE,INE713B01026
SURYAROSNI,Surya Roshni Limited,NSE,INE335A01020
SURYODAY,Suryoday Small Finance Bank Limited,NSE,INE428Q01011
SUTLEJTEX,Sutlej Textiles and Industries Limited,NSE,INE645H01027
SUVEN,Suven Life Sciences Limited,NSE,INE495B01038
SUVIDHAA,Suvidhaa Infoserve Limited,NSE,INE018401013
SUYOG,Suyog Telematics Limited,NSE,INE442P01014
SUZLON,Suzlon Energy Limited,NSE,INE040H01021
