ticker,name,exchange,yf_symbol
BANSALWIRE.NS,Bansal Wire Industries Limited,NSE,BANSALWIRE.NS
BANSWRAS.NS,Banswara Syntex Limited,NSE,BANSWRAS.NS
BASF.NS,BASF India Limited,NSE,BASF.NS
BASML.NS,Bannari Amman Spinning Mills Limited,NSE,BASML.NS
BATAINDIA.NS,Bata India Limited,NSE,BATAINDIA.NS
BATLIBOI.NS,Batliboi Limited,NSE,BATLIBOI.NS
BAYERCROP.NS,Bayer Cropscience Limited,NSE,BAYERCROP.NS
BBL.NS,Bharat Bijlee Limited,NSE,BBL.NS
BBOX.NS,Black Box Limited,NSE,BBOX.NS
BBTC.NS,The Bombay Burmah Trading Corporation Limited,NSE,BBTC.NS
BBTCL.NS,B&B Triplewall Containers Limited,NSE,BBTCL.NS
BCG.NS,Brightcom Group Limited,NSE,BCG.NS
BCLIND.NS,Bcl Industries Limited,NSE,BCLIND.NS
BCONCEPTS.NS,Brand Concepts Limited,NSE,BCONCEPTS.NS
BCPL.NS,BCPL Railway Infrastructure Limited,NSE,BCPL.NS
BDL.NS,Bharat Dynamics Limited,NSE,BDL.NS
BEARDSELL.NS,Beardsell Limited,NSE,BEARDSELL.NS
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,NSE,BECTORFOOD.NS
BEDMUTHA.NS,Bedmutha Industries Limited,NSE,BEDMUTHA.NS
BEEKAY.NS,Beekay Steel Industries Limited,NSE,BEEKAY.NS
BEL.NS,Bharat Electronics Limited,NSE,BEL.NS
BELLACASA.NS,Bella Casa Fashion & Retail Limited,NSE,BELLACASA.NS
BELRISE.NS,Belrise Industries Limited,NSE,BELRISE.NS
BEML.NS,BEML Limited,NSE,BEML.NS
BENARAS.NS,Benares Hotels Limited,NSE,BENARAS.NS
BENGALASM.NS,Bengal & Assam Company Limited,NSE,BENGALASM.NS
BEPL.NS,Bhansali Engineering Polymers Limited,NSE,BEPL.NS
BERGEPAINT.NS,Berger Paints (I) Limited,NSE,BERGEPAINT.NS
BESTAGRO.NS,Best Agrolife Limited,NSE,BESTAGRO.NS
BETA.NS,Beta Drugs Limited,NSE,BETA.NS
BFINVEST.NS,BF Investment Limited,NSE,BFINVEST.NS
BFUTILITIE.NS,BF Utilities Limited,NSE,BFUTILITIE.NS
BGRENERGY.NS,BGR Energy Systems Limited,NSE,BGRENERGY.NS
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,NSE,BHAGCHEM.NS
BHAGERIA.NS,Bhageria Industries Limited,NSE,BHAGERIA.NS
BHAGYANGR.NS,Bhagyanagar India Limited,NSE,BHAGYANGR.NS
BHANDARI.NS,Bhandari Hosiery Exports Limited,NSE,BHANDARI.NS
BHARATCOAL.NS,Bharat Coking Coal Limited,NSE,BHARATCOAL.NS
BHARATFORG.NS,Bharat Forge Limited,NSE,BHARATFORG.NS
BHARATGEAR.NS,Bharat Gears Limited,NSE,BHARATGEAR.NS
BHARATRAS.NS,Bharat Rasayan Limited,NSE,BHARATRAS.NS
BHARATSE.NS,Bharat Seats Limited,NSE,BHARATSE.NS
BHARATWIRE.NS,Bharat Wire Ropes Limited,NSE,BHARATWIRE.NS
BHARTIARTL.NS,Bharti Airtel Limited,NSE,BHARTIARTL.NS
BHARTIHEXA.NS,Bharti Hexacom Limited,NSE,BHARTIHEXA.NS
BHEL.NS,Bharat Heavy Electricals Limited,NSE,BHEL.NS
BI.NS,Bilcare Limited,NSE,BI.NS
BIGBLOC.NS,Bigbloc Construction Limited,NSE,BIGBLOC.NS
BIKAJI.NS,Bikaji Foods International Limited,NSE,BIKAJI.NS
BIL.NS,Bhartiya International Limited,NSE,BIL.NS
BILVYAPAR.NS,BIL VYAPAR LIMITED,NSE,BILVYAPAR.NS
BIMETAL.NS,Bimetal Bearings Limited,NSE,BIMETAL.NS
BIOCON.NS,Biocon Limited,NSE,BIOCON.NS
BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,NSE,BIOFILCHEM.NS
BIRLACABLE.NS,Birla Cable Limited,NSE,BIRLACABLE.NS
BIRLACORPN.NS,Birla Corporation Limited,NSE,BIRLACORPN.NS
BIRLAMONEY.NS,Aditya Birla Money Limited,NSE,BIRLAMONEY.NS
BIRLANU.NS,BirlaNu Limited,NSE,BIRLANU.NS
BIRLAPREC.NS,Birla Precision Technologies Limited,NSE,BIRLAPREC.NS
BLACKBUCK.NS,BLACKBUCK LIMITED,NSE,BLACKBUCK.NS
BLACKROSE.NS,Black Rose Inds. Limited,NSE,BLACKROSE.NS
BLAL.NS,BEML Land Assets Limited,NSE,BLAL.NS
BLBLIMITED.NS,BLB Limited,NSE,BLBLIMITED.NS
BLEL.NS,Behari Lal Engineering Limited,NSE,BLEL.NS
BLIL.NS,Balmer Lawrie Investments Limited,NSE,BLIL.NS
BLISSGVS.NS,Bliss GVS Pharma Limited,NSE,BLISSGVS.NS
BLKASHYAP.NS,B. L. Kashyap and Sons Limited,NSE,BLKASHYAP.NS
BLS.NS,BLS International Services Limited,NSE,BLS.NS
BLSE.NS,BLS E-Services Limited,NSE,BLSE.NS
BLUECLOUDS.NS,Blue Cloud Softech Solutions Limited,NSE,BLUECLOUDS.NS
BLUECOAST.NS,Blue Coast Hotels Limited,NSE,BLUECOAST.NS
BLUEDART.NS,Blue Dart Express Limited,NSE,BLUEDART.NS
BLUEJET.NS,Blue Jet Healthcare Limited,NSE,BLUEJET.NS
BLUESTARCO.NS,Blue Star Limited,NSE,BLUESTARCO.NS
BLUESTONE.NS,BlueStone Jewellery and Lifestyle Limited,NSE,BLUESTONE.NS
BLUSPRING.NS,Bluspring Enterprises Limited,NSE,BLUSPRING.NS
BMWVENTLTD.NS,BMW Ventures Limited,NSE,BMWVENTLTD.NS
BNAGROCHEM.NS,BN Agrochem Limited,NSE,BNAGROCHEM.NS
BNALTD.NS,B & A Limited,NSE,BNALTD.NS
BODALCHEM.NS,Bodal Chemicals Limited,NSE,BODALCHEM.NS
BOHRAIND.NS,Bohra Industries Limited,NSE,BOHRAIND.NS
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,NSE,BOMDYEING.NS
BONLON.NS,Bonlon Industries Limited,NSE,BONLON.NS
BORANA.NS,Borana Weaves Limited,NSE,BORANA.NS
BOROLTD.NS,Borosil Limited,NSE,BOROLTD.NS
BORORENEW.NS,BOROSIL RENEWABLES LIMITED,NSE,BORORENEW.NS
BOROSCI.NS,Borosil Scientific Limited,NSE,BOROSCI.NS
BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,NSE,BOSCH-HCIL.NS
BOSCHLTD.NS,Bosch Limited,NSE,BOSCHLTD.NS
BPCL.NS,Bharat Petroleum Corporation Limited,NSE,BPCL.NS
BPL.NS,BPL Limited,NSE,BPL.NS
BPLPHARMA.NS,Bharat Parenterals Limited,NSE,BPLPHARMA.NS
BRAHMINFRA.NS,Brahmaputra Infrastructure Limited,NSE,BRAHMINFRA.NS
BRIGADE.NS,Brigade Enterprises Limited,NSE,BRIGADE.NS
BRIGHOTEL.NS,Brigade Hotel Ventures Limited,NSE,BRIGHOTEL.NS
BRIGHTBR.NS,Bright Brothers Limited,NSE,BRIGHTBR.NS
BRITANNIA.NS,Britannia Industries Limited,NSE,BRITANNIA.NS
BRNL.NS,Bharat Road Network Limited,NSE,BRNL.NS
BROOKS.NS,Brooks Laboratories Limited,NSE,BROOKS.NS
BSE.NS,BSE Limited,NSE,BSE.NS
BSHSL.NS,Bombay Super Hybrid Seeds Limited,NSE,BSHSL.NS
BSL.NS,BSL Limited,NSE,BSL.NS
BSOFT.NS,BIRLASOFT LIMITED,NSE,BSOFT.NS
BTML.NS,Bodhi Tree Multimedia Limited,NSE,BTML.NS
BTTL.NS,Bhilwara Technical Textiles Limited,NSE,BTTL.NS
BUILDPRO.NS,Shankara Buildpro Limited,NSE,BUILDPRO.NS
BURNPUR.NS,Burnpur Cement Limited,NSE,BURNPUR.NS
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,NSE,BUTTERFLY.NS
BVCL.NS,Barak Valley Cements Limited,NSE,BVCL.NS
BYKE.NS,The Byke Hospitality Ltd,NSE,BYKE.NS
CALSOFT.NS,California Software Company Limited,NSE,CALSOFT.NS
CAMLINFINE.NS,Camlin Fine Sciences Limited,NSE,CAMLINFINE.NS
CAMPUS.NS,Campus Activewear Limited,NSE,CAMPUS.NS
CAMS.NS,Computer Age Management Services Limited,NSE,CAMS.NS
CANBK.NS,Canara Bank,NSE,CANBK.NS
CANFINHOME.NS,Can Fin Homes Limited,NSE,CANFINHOME.NS
CANHLIFE.NS,Canara HSBC Life Insurance Company Limited,NSE,CANHLIFE.NS
CANTABIL.NS,Cantabil Retail India Limited,NSE,CANTABIL.NS
CAPACITE.NS,Capacit'e Infraprojects Limited,NSE,CAPACITE.NS
CAPILLARY.NS,Capillary Technologies India Limited,NSE,CAPILLARY.NS
CAPITALSFB.NS,Capital Small Finance Bank Limited,NSE,CAPITALSFB.NS
CAPLIPOINT.NS,Caplin Point Laboratories Limited,NSE,CAPLIPOINT.NS
CAPTRUST.NS,Capital Trust Limited,NSE,CAPTRUST.NS
CARBORUNIV.NS,Carborundum Universal Limited,NSE,CARBORUNIV.NS
CARERATING.NS,CARE Ratings Limited,NSE,CARERATING.NS
CARRARO.NS,Carraro India Limited,NSE,CARRARO.NS
CARTRADE.NS,Cartrade Tech Limited,NSE,CARTRADE.NS
CARYSIL.NS,CARYSIL LIMITED,NSE,CARYSIL.NS
CASTROLIND.NS,Castrol India Limited,NSE,CASTROLIND.NS
CCAVENUE.NS,AvenuesAI Limited,NSE,CCAVENUE.NS
CCCL.NS,Consolidated Construction Consortium Limited,NSE,CCCL.NS
CCHHL.NS,Country Club Hospitality & Holidays Limited,NSE,CCHHL.NS
CCL.NS,CCL Products (India) Limited,NSE,CCL.NS
CDSL.NS,Central Depository Services (India) Limited,NSE,CDSL.NS
CEATLTD.NS,CEAT Limited,NSE,CEATLTD.NS
CEIGALL.NS,Ceigall India Limited,NSE,CEIGALL.NS
CEINSYS.NS,Ceinsys Tech Limited,NSE,CEINSYS.NS
CELEBRITY.NS,Celebrity Fashions Limited,NSE,CELEBRITY.NS
CELLO.NS,Cello World Limited,NSE,CELLO.NS
CEMPRO.NS,Cemindia Projects Limited,NSE,CEMPRO.NS
CENTENKA.NS,Century Enka Limited,NSE,CENTENKA.NS
CENTEXT-RE.NS,Century Extrusions Limited-RE,NSE,CENTEXT-RE.NS
CENTEXT.NS,Century Extrusions Limited,NSE,CENTEXT.NS
CENTRALBK.NS,Central Bank of India,NSE,CENTRALBK.NS
CENTRUM.NS,Centrum Capital Limited,NSE,CENTRUM.NS
CENTUM.NS,Centum Electronics Limited,NSE,CENTUM.NS
CENTURYPLY.NS,Century Plyboards (India) Limited,NSE,CENTURYPLY.NS
CERA.NS,Cera Sanitaryware Limited,NSE,CERA.NS
CESC.NS,CESC Limited,NSE,CESC.NS
CEWATER.NS,Concord Enviro Systems Limited,NSE,CEWATER.NS
CFEL.NS,Confidence Futuristic Energetech Limited,NSE,CFEL.NS
CGCL.NS,Capri Global Capital Limited,NSE,CGCL.NS
CGPOWER.NS,CG Power and Industrial Solutions Limited,NSE,CGPOWER.NS
CGVAK.NS,CG Vak Software & Exports Limited,NSE,CGVAK.NS
CHALET.NS,Chalet Hotels Limited,NSE,CHALET.NS
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,NSE,CHAMBLFERT.NS
CHEMBOND.NS,Chembond Material Technologies Limited,NSE,CHEMBOND.NS
CHEMBONDCH.NS,Chembond Chemicals Limited,NSE,CHEMBONDCH.NS
CHEMCON.NS,Chemcon Speciality Chemicals Limited,NSE,CHEMCON.NS
CHEMCRUX.NS,Chemcrux Enterprises Limited,NSE,CHEMCRUX.NS
CHEMFAB.NS,Chemfab Alkalis Limited,NSE,CHEMFAB.NS
CHEMPLASTS.NS,Chemplast Sanmar Limited,NSE,CHEMPLASTS.NS
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,NSE,CHENNPETRO.NS
CHEVIOT.NS,Cheviot Company Limited,NSE,CHEVIOT.NS
CHOICEIN.NS,Choice International Limited,NSE,CHOICEIN.NS
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,NSE,CHOLAFIN.NS
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,NSE,CHOLAHLDNG.NS
CIEINDIA.NS,CIE Automotive India Limited,NSE,CIEINDIA.NS
CIFL.NS,Capital India Finance Limited,NSE,CIFL.NS
CINELINE.NS,Cineline India Limited,NSE,CINELINE.NS
CINEVISTA.NS,Cinevista Limited,NSE,CINEVISTA.NS
CIPLA.NS,Cipla Limited,NSE,CIPLA.NS
CLEAN.NS,Clean Science and Technology Limited,NSE,CLEAN.NS
CLEANMAX.NS,Clean Max Enviro Energy Solutions Limited,NSE,CLEANMAX.NS
CLEDUCATE.NS,CL Educate Limited,NSE,CLEDUCATE.NS
CLSEL.NS,Chaman Lal Setia Exports Limited,NSE,CLSEL.NS
CMLL.NS,Caliber Mining and Logistics Limited,NSE,CMLL.NS
CMPDI.NS,Central Mine Planning & Design Institute Limited,NSE,CMPDI.NS
CMRGREEN.NS,CMR Green Technologies Limited,NSE,CMRGREEN.NS
CMSINFO.NS,CMS Info Systems Limited,NSE,CMSINFO.NS
CNL.NS,Creative Newtech Limited,NSE,CNL.NS
COALINDIA.NS,Coal India Limited,NSE,COALINDIA.NS
COASTCORP.NS,Coastal Corporation Limited,NSE,COASTCORP.NS
COCHINSHIP.NS,Cochin Shipyard Limited,NSE,COCHINSHIP.NS
COCKERILL.NS,John Cockerill India Limited,NSE,COCKERILL.NS
COFFEEDAY.NS,Coffee Day Enterprises Limited,NSE,COFFEEDAY.NS
COFORGE.NS,Coforge Limited,NSE,COFORGE.NS
COHANCE.NS,Cohance Lifesciences Limited,NSE,COHANCE.NS
COLPAL.NS,Colgate Palmolive (India) Limited,NSE,COLPAL.NS
COMFINTE.NS,Comfort Intech Limited,NSE,COMFINTE.NS
COMPEAU.NS,Competent Automobiles Company Limited,NSE,COMPEAU.NS
COMPINFO.NS,Compuage Infocom Limited,NSE,COMPINFO.NS
COMPUSOFT.NS,Compucom Software Limited,NSE,COMPUSOFT.NS
COMSYN.NS,Commercial Syn Bags Limited,NSE,COMSYN.NS
CONCOR.NS,Container Corporation of India Limited,NSE,CONCOR.NS
CONCORDBIO.NS,Concord Biotech Limited,NSE,CONCORDBIO.NS
CONFIPET.NS,Confidence Petroleum India Limited,NSE,CONFIPET.NS
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,NSE,CONSOFINVT.NS
CONTROLPR.NS,Control Print Limited,NSE,CONTROLPR.NS
CORALFINAC.NS,Coral India Finance & Housing Limited,NSE,CORALFINAC.NS
CORDELIA.NS,Waterways Leisure Tourism Limited,NSE,CORDELIA.NS
CORDSCABLE.NS,Cords Cable Industries Limited,NSE,CORDSCABLE.NS
COROMANDEL.NS,Coromandel International Limited,NSE,COROMANDEL.NS
CORONA.NS,CORONA Remedies Limited,NSE,CORONA.NS
COSMOFIRST.NS,COSMO FIRST LIMITED,NSE,COSMOFIRST.NS
COUNCODOS.NS,Country Condo's Limited,NSE,COUNCODOS.NS
CPCAP.NS,CP Capital Limited,NSE,CPCAP.NS
CPEDU.NS,Career Point Edutech Limited,NSE,CPEDU.NS
CPL.NS,Captain Polyplast Limited,NSE,CPL.NS
CPPLUS.NS,Aditya Infotech Limited,NSE,CPPLUS.NS
CRAFTSMAN.NS,Craftsman Automation Limited,NSE,CRAFTSMAN.NS
CRAMC.NS,Canara Robeco Asset Management Company Limited,NSE,CRAMC.NS
CRAVATEX.NS,Cravatex Limited,NSE,CRAVATEX.NS
CREATIVEYE.NS,Creative Eye Limited,NSE,CREATIVEYE.NS
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,NSE,CREDITACC.NS
CREST.NS,Crest Ventures Limited,NSE,CREST.NS
CRESTO.NS,CRESTO TECHNO LIMITED,NSE,CRESTO.NS
CRISIL.NS,Crisil Limited,NSE,CRISIL.NS
CRIZAC.NS,Crizac Limited,NSE,CRIZAC.NS
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,NSE,CROMPTON.NS
CROWN.NS,Crown Lifters Limited,NSE,CROWN.NS
CRSL.NS,Cressanda Railway Solutions Limited,NSE,CRSL.NS
CSBBANK.NS,CSB Bank Limited,NSE,CSBBANK.NS
CSLFINANCE.NS,CSL Finance Limited,NSE,CSLFINANCE.NS
CSM.NS,CSM Technologies Limited,NSE,CSM.NS
CTE.NS,Cambridge Technology Enterprises Limited,NSE,CTE.NS
CUB.NS,City Union Bank Limited,NSE,CUB.NS
CUBEXTUB.NS,Cubex Tubings Limited,NSE,CUBEXTUB.NS
CUMMINSIND.NS,Cummins India Limited,NSE,CUMMINSIND.NS
CUPID.NS,Cupid Limited,NSE,CUPID.NS
CURAA.NS,Cura Technologies Limited,NSE,CURAA.NS
CYBERMEDIA.NS,Cyber Media (India) Limited,NSE,CYBERMEDIA.NS
CYBERTECH.NS,Cybertech Systems And Software Limited,NSE,CYBERTECH.NS
CYIENT.NS,Cyient Limited,NSE,CYIENT.NS
CYIENTDLM.NS,Cyient DLM Limited,NSE,CYIENTDLM.NS
DABUR.NS,Dabur India Limited,NSE,DABUR.NS
DAICHI.NS,Dai-Ichi Karkaria Limited,NSE,DAICHI.NS
DALBHARAT.NS,Dalmia Bharat Limited,NSE,DALBHARAT.NS
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,NSE,DALMIASUG.NS
DAMCAPITAL.NS,Dam Capital Advisors Limited,NSE,DAMCAPITAL.NS
DAMODARIND.NS,Damodar Industries Limited,NSE,DAMODARIND.NS
DANGEE.NS,Dangee Dums Limited,NSE,DANGEE.NS
DATAMATICS.NS,Datamatics Global Services Limited,NSE,DATAMATICS.NS
DATAPATTNS.NS,Data Patterns (India) Limited,NSE,DATAPATTNS.NS
DAVANGERE.NS,Davangere Sugar Company Limited,NSE,DAVANGERE.NS
DBCORP.NS,D.B.Corp Limited,NSE,DBCORP.NS
DBEIL.NS,Deepak Builders & Engineers India Limited,NSE,DBEIL.NS
DBL.NS,Dilip Buildcon Limited,NSE,DBL.NS
DBOL.NS,Dhampur Bio Organics Limited,NSE,DBOL.NS
DBREALTY.NS,Valor Estate Limited,NSE,DBREALTY.NS
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,NSE,DBSTOCKBRO.NS
DCAL.NS,Dishman Carbogen Amcis Limited,NSE,DCAL.NS
DCBBANK.NS,DCB Bank Limited,NSE,DCBBANK.NS
DCI.NS,Dc Infotech And Communication Limited,NSE,DCI.NS
DCM.NS,DCM  Limited,NSE,DCM.NS
DCMFINSERV.NS,DCM Financial Services Limited,NSE,DCMFINSERV.NS
DCMNVL.NS,DCM Nouvelle Limited,NSE,DCMNVL.NS
DCMSHRIRAM.NS,DCM Shriram Limited,NSE,DCMSHRIRAM.NS
DCMSIL.NS,DCM Shriram International Limited,NSE,DCMSIL.NS
DCMSRIND.NS,DCM Shriram Industries Limited,NSE,DCMSRIND.NS
DCW.NS,DCW Limited,NSE,DCW.NS
DCXINDIA.NS,DCX Systems Limited,NSE,DCXINDIA.NS
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,NSE,DDEVPLSTIK.NS
DECCANCE.NS,Deccan Cements Limited,NSE,DECCANCE.NS
DECNGOLD.NS,Deccan Gold Mines Limited,NSE,DECNGOLD.NS
DEEDEV.NS,DEE Development Engineers Limited,NSE,DEEDEV.NS
DEEP.NS,Deep Polymers Limited,NSE,DEEP.NS
DEEPA.NS,Deepa Jewellers Limited,NSE,DEEPA.NS
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,NSE,DEEPAKFERT.NS
DEEPAKNTR.NS,Deepak Nitrite Limited,NSE,DEEPAKNTR.NS
DEEPINDS.NS,Deep Industries Limited,NSE,DEEPINDS.NS
DELHIVERY.NS,Delhivery Limited,NSE,DELHIVERY.NS
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,NSE,DELPHIFX.NS
DELTACORP.NS,Delta Corp Limited,NSE,DELTACORP.NS
DELTAMAGNT.NS,Delta Manufacturing Limited,NSE,DELTAMAGNT.NS
DEN.NS,Den Networks Limited,NSE,DEN.NS
DENORA.NS,De Nora India Limited,NSE,DENORA.NS
DENTA.NS,Denta Water and Infra Solutions Limited,NSE,DENTA.NS
DEVIT.NS,Dev Information Technology Limited,NSE,DEVIT.NS
DEVX.NS,Dev Accelerator Limited,NSE,DEVX.NS
DEVYANI.NS,Devyani International Limited,NSE,DEVYANI.NS
DGCONTENT.NS,Digicontent Limited,NSE,DGCONTENT.NS
DHABRIYA.NS,Dhabriya Polywood Limited,NSE,DHABRIYA.NS
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,NSE,DHAMPURSUG.NS
DHANBANK.NS,Dhanlaxmi Bank Limited,NSE,DHANBANK.NS
DHANUKA.NS,Dhanuka Agritech Limited,NSE,DHANUKA.NS
DHARAN.NS,DHARAN INFRA-EPC LIMITED,NSE,DHARAN.NS
DHARMAJ.NS,Dharmaj Crop Guard Limited,NSE,DHARMAJ.NS
DHATRE.NS,Dhatre Udyog Limited,NSE,DHATRE.NS
DHOOTTRANS.NS,Dhoot Transmission Limited,NSE,DHOOTTRANS.NS
DHRUV.NS,Dhruv Consultancy Services Limited,NSE,DHRUV.NS
DHUNINV.NS,Dhunseri Investments Limited,NSE,DHUNINV.NS
DIACABS.NS,Diamond Power Infrastructure Limited,NSE,DIACABS.NS
DIAMINESQ.NS,Diamines & Chemicals Limited,NSE,DIAMINESQ.NS
DIAMONDYD.NS,Prataap Snacks Limited,NSE,DIAMONDYD.NS
DICIND.NS,DIC India Limited,NSE,DICIND.NS
DIFFNKG.NS,Diffusion Engineers Limited,NSE,DIFFNKG.NS
DIGIDRIVE.NS,Digidrive Distributors Limited,NSE,DIGIDRIVE.NS
DIGISPICE.NS,DiGiSPICE Technologies Limited,NSE,DIGISPICE.NS
DIGITIDE.NS,Digitide Solutions Limited,NSE,DIGITIDE.NS
DIGJAMLMTD.NS,Digjam Limited,NSE,DIGJAMLMTD.NS
DISAQ.NS,Disa India Limited,NSE,DISAQ.NS
DISHTV.NS,Dish TV India Limited,NSE,DISHTV.NS
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,NSE,DIVGIITTS.NS
DIVISLAB.NS,Divi's Laboratories Limited,NSE,DIVISLAB.NS
DIXON.NS,Dixon Technologies (India) Limited,NSE,DIXON.NS
DJML.NS,DJ Mediaprint & Logistics Limited,NSE,DJML.NS
DLF.NS,DLF Limited,NSE,DLF.NS
DLINKINDIA.NS,D-Link (India) Limited,NSE,DLINKINDIA.NS
DMART.NS,Avenue Supermarts Limited,NSE,DMART.NS
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,NSE,DMCC.NS
DNAMEDIA.NS,Diligent Media Corporation Limited,NSE,DNAMEDIA.NS
DODLA.NS,Dodla Dairy Limited,NSE,DODLA.NS
DOLATALGO.NS,Dolat Algotech Limited,NSE,DOLATALGO.NS
DOLLAR.NS,Dollar Industries Limited,NSE,DOLLAR.NS
DOLLEX.NS,Dollex Agrotech Limited,NSE,DOLLEX.NS
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,NSE,DOLPHIN.NS
DOMS.NS,DOMS Industries Limited,NSE,DOMS.NS
DONEAR.NS,Donear Industries Limited,NSE,DONEAR.NS
DPABHUSHAN.NS,D. P. Abhushan Limited,NSE,DPABHUSHAN.NS
DPSCLTD.NS,DPSC Limited,NSE,DPSCLTD.NS
DPWIRES.NS,D P Wires Limited,NSE,DPWIRES.NS
DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,NSE,DRAGARWQ.NS
DRCSYSTEMS.NS,DRC Systems India Limited,NSE,DRCSYSTEMS.NS
DREAMFOLKS.NS,Dreamfolks Services Limited,NSE,DREAMFOLKS.NS
DREDGECORP.NS,Dredging Corporation of India Limited,NSE,DREDGECORP.NS
DRREDDY.NS,Dr. Reddy's Laboratories Limited,NSE,DRREDDY.NS
DSFCL.NS,DCM Shriram Fine Chemicals Limited,NSE,DSFCL.NS
DSKULKARNI.NS,DS Kulkarni Developers Limited,NSE,DSKULKARNI.NS
DSSL.NS,Dynacons Systems & Solutions Limited,NSE,DSSL.NS
DTIL.NS,Dhunseri Tea & Industries Limited,NSE,DTIL.NS
DUCON.NS,Ducon Infratechnologies Limited,NSE,DUCON.NS
DVL.NS,Dhunseri Ventures Limited,NSE,DVL.NS
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSE,DWARKESH.NS
DYCL.NS,Dynamic Cables Limited,NSE,DYCL.NS
DYNAMATECH.NS,Dynamatic Technologies Limited,NSE,DYNAMATECH.NS
DYNPRO.NS,Dynemic Products Limited,NSE,DYNPRO.NS
E2E.NS,E2E Networks Limited,NSE,E2E.NS
EASEMYTRIP.NS,Easy Trip Planners Limited,NSE,EASEMYTRIP.NS
EASTSILK.NS,Eastern Silk Industries Limited,NSE,EASTSILK.NS
EASTWEST.NS,East West Freight Carriers Limited,NSE,EASTWEST.NS
EBGNG.NS,GNG Electronics Limited,NSE,EBGNG.NS
EBIX.NS,EBIX Limited,NSE,EBIX.NS
ECLERX.NS,eClerx Services Limited,NSE,ECLERX.NS
ECORECO.NS,Eco Recycling Limited,NSE,ECORECO.NS
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,NSE,ECOSMOBLTY.NS
EDELWEISS.NS,Edelweiss Financial Services Limited,NSE,EDELWEISS.NS
EFCIL.NS,EFC (I) Limited,NSE,EFCIL.NS
EICHERMOT.NS,Eicher Motors Limited,NSE,EICHERMOT.NS
EIDPARRY.NS,EID Parry India Limited,NSE,EIDPARRY.NS
EIEL.NS,Enviro Infra Engineers Limited,NSE,EIEL.NS
EIFFL.NS,Euro India Fresh Foods Limited,NSE,EIFFL.NS
EIHAHOTELS.NS,EIH Associated Hotels Limited,NSE,EIHAHOTELS.NS
EIHOTEL.NS,EIH Limited,NSE,EIHOTEL.NS
EIMCOELECO.NS,Eimco Elecon (India) Limited,NSE,EIMCOELECO.NS
EKC.NS,Everest Kanto Cylinder Limited,NSE,EKC.NS
EKI.NS,EKI Energy Services Limited,NSE,EKI.NS
ELANTAS.NS,Elantas Beck India Limited,NSE,ELANTAS.NS
ELCIDIN.NS,EL CID Investments Limited,NSE,ELCIDIN.NS
ELDEHSG.NS,Eldeco Housing And Industries Limited,NSE,ELDEHSG.NS
ELECON.NS,Elecon Engineering Company Limited,NSE,ELECON.NS
ELECTCAST.NS,Electrosteel Castings Limited,NSE,ELECTCAST.NS
ELECTHERM.NS,Electrotherm (India) Limited,NSE,ELECTHERM.NS
ELGIEQUIP.NS,Elgi Equipments Limited,NSE,ELGIEQUIP.NS
ELGIRUBCO.NS,Elgi Rubber Company Limited,NSE,ELGIRUBCO.NS
ELIN.NS,Elin Electronics Limited,NSE,ELIN.NS
ELITECON.NS,Elitecon International Limited,NSE,ELITECON.NS
ELLEN.NS,Ellenbarrie Industrial Gases Limited,NSE,ELLEN.NS
ELPROINTL.NS,Elpro International Limited,NSE,ELPROINTL.NS
EMAMILTD.NS,Emami Limited,NSE,EMAMILTD.NS
EMAMIPAP.NS,Emami Paper Mills Limited,NSE,EMAMIPAP.NS
EMAMIREAL.NS,Emami Realty Limited,NSE,EMAMIREAL.NS
EMBDL.NS,Embassy Developments Limited,NSE,EMBDL.NS
EMCURE.NS,Emcure Pharmaceuticals Limited,NSE,EMCURE.NS
EMIL.NS,Electronics Mart India Limited,NSE,EMIL.NS
EMKAY.NS,Emkay Global Financial Services Limited,NSE,EMKAY.NS
