ticker,name,exchange,yf_symbol
20MICRONS.NS,20 Microns Limited,NSE,20MICRONS.NS
21STCENMGM.NS,21st Century Management Services Limited,NSE,21STCENMGM.NS
360ONE.NS,360 ONE WAM LIMITED,NSE,360ONE.NS
3BBLACKBIO.NS,3B Blackbio Dx Limited,NSE,3BBLACKBIO.NS
3IINFOLTD.NS,3i Infotech Limited,NSE,3IINFOLTD.NS
3MINDIA.NS,3M India Limited,NSE,3MINDIA.NS
3PLAND.NS,3P Land Holdings Limited,NSE,3PLAND.NS
500012.BO,ANDHRA PETROCHEMICALS LTD.,BSE,ANDHRAPET.BO
500014.BO,UTIQUE ENTERPRISES LIMITED,BSE,UTIQUE.BO
500016.BO,ARUNA HOTELS LTD.,BSE,ARUNAHTEL.BO
500028.BO,ATV PROJECTS INDIA LTD.,BSE,ATVPR.BO
500058.BO,BIHAR SPONGE IRON LTD.,BSE,BIHSPONG.BO
500069.BO,QUEST CAPITAL MARKETS LIMITED,BSE,QUESTCAP.BO
500124.BO,DR.REDDYS LABORATORIES LTD.,BSE,DRREDDY.BO
500142.BO,FGP LTD.,BSE,FGP.BO
500143.BO,PH CAPITAL LTD.,BSE,PHCAP.BO
500166.BO,GOODRICKE GROUP LTD.,BSE,GOODRICKE.BO
500170.BO,GTN INDUSTRIES LTD.,BSE,GTNINDS.BO
500192.BO,PRAG BOSIMI SYNTHETICS LTD.,BSE,PRAGBOS.BO
500202.BO,INDIA LEASE DEVELOPMENT LTD.,BSE,INDLEASE.BO
500206.BO,MARGO FINANCE LIMITED,BSE,MARGOFIN.BO
500213.BO,INTERNATIONAL TRAVEL HOUSE LTD,BSE,ITHL.BO
500220.BO,JASCH INDUSTRIES LTD.,BSE,JASCH.BO
500231.BO,UMANG DAIRIES LTD.,BSE,UMANGDAIRY.BO
500236.BO,KANEL INDUSTRIES LIMITED,BSE,KANELIND.BO
500239.BO,KG DENIM LTD.,BSE,KGDENIM.BO
500240.BO,KINETIC ENGINEERING LTD.,BSE,KINETICENG.BO
500246.BO,ENVAIR ELECTRODYNE LTD.,BSE,ENVAIREL.BO
500248.BO,KRISHNA FILAMENT INDUSTRIES LI,BSE,KRIFILIND.BO
500270.BO,BARODA RAYON CORPORATION LTD.,BSE,BARODARY.BO
500277.BO,MID INDIA INDUSTRIES LTD.,BSE,MIDINDIA.BO
500285.BO,SPICEJET LTD.,BSE,SPICEJET.BO
500298.BO,Naperol Investments Limited,BSE,NAPEROL.BO
500302.BO,PIRAMAL ENTERPRISES LTD.,BSE,PEL.BO
500319.BO,INDIAN SUCROSE LTD.,BSE,INDSUCR.BO
500322.BO,PANYAM CEMENTS & MINERAL INDUS,BSE,PANCM.BO
500346.BO,PUNJAB COMMUNICATIONS LTD.,BSE,PUNJCOMMU.BO
500357.BO,RAMA PAPER MILLS LTD.,BSE,RAMAPPR-B.BO
500360.BO,RAPICUT CARBIDES LTD.,BSE,RAPICUT.BO
500370.BO,SALORA INTERNATIONAL LTD.,BSE,SALORAINTL.BO
500388.BO,SHREE KRISHNA PAPER MILLS & IN,BSE,SKPMIL.BO
500421.BO,TPI INDIA LTD.,BSE,TPINDIA.BO
500422.BO,TRANSCHEM LTD.,BSE,TRANSCHEM.BO
500426.BO,UTL INDUSTRIES LIMITED,BSE,UTLINDS.BO
500449.BO,HINDUSTAN ORGANIC CHEMICALS LT,BSE,HOCL.BO
500450.BO,MPIL CORPORATION LTD.,BSE,MPILCORPL.BO
500458.BO,Kore Foods Limited,BSE,KORE.BO
500500.BO,HINDUSTAN MOTORS LTD.,BSE,HINDMOTORS.BO
501148.BO,DALAL STREET INVESTMENTS LTD.,BSE,DSINVEST.BO
501301.BO,TATA INVESTMENT CORPORATION LT,BSE,TATAINVEST.BO
501311.BO,JAYABHARAT CREDIT LTD.,BSE,JAYBHCR.BO
501370.BO,WALCHAND PEOPLEFIRST LTD.,BSE,WALCHPF.BO
501430.BO,BOMBAY CYCLE & MOTOR AGENCY LT,BSE,BOMBCYC.BO
501477.BO,MULLER & PHIPPS (INDIA) LTD.,BSE,MULLER.BO
501622.BO,AMALGAMATED ELECTRICITY CO.LTD,BSE,AMALGAM.BO
501700.BO,INDIANIVESH LTD.,BSE,INDIANVSH.BO
501833.BO,CHOWGULE STEAMSHIPS LTD.,BSE,CHOWGULSTM.BO
501848.BO,GLOBAL OFFSHORE SERVICES LTD.,BSE,GLOBOFFS.BO
502015.BO,ASI INDUSTRIES LIMITED,BSE,ASIIL.BO
502133.BO,HEMADRI CEMENTS LTD.,BSE,HEMACEM.BO
502250.BO,LERTHAI FINANCE LIMITED,BSE,LERTHAI.BO
502281.BO,TRIVENI GLASS LTD.,BSE,TRIVENIGQ.BO
502294.BO,NILACHAL REFRACTORIES LTD.,BSE,NILACHAL.BO
502445.BO,CITADEL REALTY AND DEVELOPERS,BSE,CITADEL.BO
502587.BO,NATH INDUSTRIES LIMITED,BSE,NATHIND.BO
502589.BO,VAPI ENTERPRISE LIMITED,BSE,VAPIENTER.BO
502865.BO,FORBES & COMPANY LTD.,BSE,FORBESCO.BO
502873.BO,H.P.COTTON TEXTILE MILLS LTD.,BSE,HPCOTTON.BO
502893.BO,UNITED INTERACTIVE LTD.,BSE,UNITEDINT.BO
502901.BO,JAMSHRI REALTY LIMITED,BSE,JAMSHRI.BO
502933.BO,KATARE SPINNING MILLS LTD.,BSE,KATRSPG.BO
503092.BO,PASUPATI SPG.& WVG.MILLS LTD.,BSE,PASUSPG.BO
503127.BO,RAJA BAHADUR INTERNATIONAL LTD,BSE,RAJABAH.BO
503349.BO,VICTORIA MILLS LTD.,BSE,VICTMILL.BO
503624.BO,SVARAJ TRADING & AGENCIES LTD.,BSE,ZSVARAJT.BO
503641.BO,ZODIAC VENTURES LIMITED,BSE,ZODIACVEN.BO
503657.BO,VEER ENERGY & INFRASTRUCTURE L,BSE,VEERENRGY.BO
503659.BO,SW INVESTMENTS LTD,BSE,SW1.BO
503663.BO,Tilak Ventures Limited,BSE,TILAK.BO
503669.BO,K K Fincorp Limited,BSE,KKFIN.BO
503675.BO,WAGEND INFRA VENTURE LIMITED,BSE,WAGEND.BO
503685.BO,MEDIAONE GLOBAL ENTERTAINMENT,BSE,MEDIAONE.BO
503772.BO,MODELLA WOOLLENS LTD.,BSE,MODWOOL.BO
503776.BO,MODIPON LTD.,BSE,MODIPON.BO
503804.BO,SHRI DINESH MILLS LTD.,BSE,SHRIDINE.BO
503816.BO,SWADESHI POLYTEX LTD.,BSE,SWADPOL.BO
503863.BO,SHREE MANUFACTURING CO.LTD.,BSE,SHRMFGC.BO
504028.BO,GEE LTD.,BSE,GEE.BO
504076.BO,JYOTI LTD.,BSE,JYOTI.BO
504080.BO,JSL INDUSTRIES LTD.,BSE,JSLINDL.BO
504084.BO,KAYCEE INDUSTRIES LTD.,BSE,KAYCEEI.BO
504093.BO,PANASONIC ENERGY INDIA COMPANY,BSE,PANAENERG.BO
504176.BO,HIGH ENERGY BATTERIES (INDIA),BSE,HIGHENE.BO
504180.BO,STANDARD BATTERIES LTD.,BSE,STDBAT.BO
504240.BO,DELTON CABLES LTD.,BSE,DLTNCBL.BO
504258.BO,LAKSHMI ELECTRICAL CONTROL SYS,BSE,LAKSELEC.BO
504273.BO,MODULEX CONSTRUCTION TECHNOLOG,BSE,MODULEX.BO
504340.BO,CONFIDENCE FINANCE AND TRADING,BSE,CONFINT.BO
504356.BO,MULTIPURPOSE TRADING & AGENCIE,BSE,ZMULTIPU.BO
504369.BO,GRANDMA TRADING & AGENCIES LTD,BSE,GRANDMA.BO
504378.BO,NYSSA CORPORATION LIMITED,BSE,NYSSACORP.BO
504380.BO,FLOMIC GLOBAL LOGISTICS LIMITE,BSE,FLOMIC.BO
504392.BO,KRISHNA VENTURES LIMITED,BSE,KRISHNA.BO
504397.BO,GANESH HOLDINGS LTD.,BSE,GANHOLD.BO
504605.BO,UNI ABEX ALLOY PRODUCTS LTD.,BSE,UNIABEXAL.BO
504646.BO,BHAGWATI AUTOCAST LTD.,BSE,BGWTATO.BO
504648.BO,BOMBAY WIRE ROPES LTD.,BSE,BOMBWIR.BO
504810.BO,INFORMED TECHNOLOGIES INDIA LT,BSE,INFORTEC.BO
504840.BO,KAIRA CAN CO.LTD.,BSE,KAIRA.BO
504903.BO,RATHI STEEL & POWER LTD.,BSE,RATHIST.BO
504908.BO,Duncan Engineering Limited,BSE,DUNCANENG.BO
504959.BO,STOVEC INDUSTRIES LTD.,BSE,STOVACQ.BO
504961.BO,TAYO ROLLS LTD.,BSE,TATAYODOGA.BO
504988.BO,WELCAST STEELS LTD.,BSE,ZWELCAST.BO
505212.BO,JAINEX AAMCOL LTD.,BSE,JAINEX.BO
505250.BO,G. G. Dandekar Properties Limi,BSE,GGDPROP.BO
505283.BO,KIRLOSKAR PNEUMATIC CO.LTD.,BSE,KIRLPNU.BO
505299.BO,KPT INDUSTRIES LIMITED,BSE,KPT.BO
505302.BO,LAKSHMI AUTOMATIC LOOM WORKS L,BSE,LXMIATO.BO
505336.BO,HARSHIL AGROTECH LIMITED,BSE,HARSHILAGR.BO
505343.BO,MONOTYPE INDIA LTD.,BSE,MONOT.BO
505358.BO,INTEGRA ENGINEERING INDIA LTD.,BSE,INTEGRAEN.BO
505502.BO,PS IT INFRASTRUCTURE & SERVICE,BSE,PSITINFRA.BO
505515.BO,SHYAMKAMAL INVESTMENTS LTD.,BSE,SHYMINV.BO
505523.BO,MAHARASHTRA CORPORATION LTD.,BSE,MAHACORP.BO
505650.BO,SKYLINE MILLARS LTD.,BSE,SKYLMILAR.BO
505690.BO,BRADY & MORRIS ENGINEERING CO.,BSE,BRADYM.BO
505693.BO,La Tim Metal & Industries Limi,BSE,LATIMMETAL.BO
505700.BO,ELECON ENGINEERING CO.LTD.,BSE,ELECON.BO
505703.BO,DECCAN BEARINGS LTD.,BSE,DECANBRG.BO
505712.BO,HIM TEKNOFORGE LIMITED,BSE,HIMTEK.BO
505720.BO,HERCULES HOISTS LTD.,BSE,HERCULES.BO
505737.BO,INTERNATIONAL COMBUSTION (INDI,BSE,INTLCOMBQ.BO
505750.BO,JOSTS ENGINEERING CO.LTD.,BSE,JOSTS.BO
505797.BO,MIPCO SEAMLESS RINGS (GUJARAT),BSE,MPCOSEMB.BO
505827.BO,SNL BEARINGS LTD.,BSE,SNL.BO
505840.BO,JAIPAN INDUSTRIES LTD.,BSE,JAIPAN.BO
505893.BO,HINDUSTAN HARDY LIMITED,BSE,HINDHARD.BO
506003.BO,SUDAL INDUSTRIES LTD.,BSE,SUDAI.BO
506105.BO,STANROSE MAFATLAL INVESTMENTS,BSE,STANROS.BO
506122.BO,Pankaj Piyush Trade & Inv. Ltd,BSE,PANKAJPIYUS.BO
506134.BO,GOURMET GATEWAY INDIA LIMITED,BSE,GOURMET.BO
506186.BO,GALAXY CLOUD KITCHENS LIMITED,BSE,GCKL.BO
506365.BO,CHEMO PHARMA LABORATORIES LTD.,BSE,CHEMOPH.BO
506520.BO,JAYSHREE CHEMICALS LTD.,BSE,JAYCH.BO
506528.BO,KELTECH ENERGIES LTD.,BSE,KELENRG.BO
506543.BO,M.P.AGRO INDUSTRIES LTD.,BSE,MPAGI.BO
506579.BO,ORIENTAL CARBON & CHEMICALS LT,BSE,OCCL.BO
506605.BO,POLYCHEM LTD.,BSE,POLYCHEM.BO
506640.BO,GUJCHEM DISTILLERS INDIA LTD.,BSE,GUJCMDS.BO
506854.BO,TANFAC INDUSTRIES LTD.,BSE,TANFACIND.BO
506858.BO,GUJARAT PETROSYNTHESE LTD.,BSE,GUJPETR.BO
506906.BO,Saptak Chem And Business Limit,BSE,SCBL.BO
506935.BO,CONTINENTAL CHEMICALS LTD.,BSE,CONTCHM.BO
506943.BO,J.B.CHEMICALS & PHARMACEUTICAL,BSE,JBCHEPHARM.BO
506979.BO,APT PACKAGING LTD.,BSE,APTPACK.BO
506981.BO,BLUE CHIP TEX INDUSTRIES LTD.,BSE,BLUECHIPT.BO
507155.BO,JAGATJIT INDUSTRIES LTD.,BSE,JAGAJITIND.BO
507180.BO,KESAR ENTERPRISES LTD.,BSE,KESARENT.BO
507265.BO,Emerald Leisures Limited,BSE,EMERALL.BO
507300.BO,The Ravalgaon Sugar Farm Limit,BSE,RAVALSUGAR.BO
507474.BO,KOTHARI FERMENTATION & BIOCHEM,BSE,KFBL.BO
507486.BO,CAPROLACTAM CHEMICALS LTD.,BSE,CAPRO.BO
507498.BO,PICCADILY SUGAR & ALLIED INDUS,BSE,PICCASUG.BO
507515.BO,C.J.GELATINE PRODUCTS LTD.,BSE,CJGEL.BO
507598.BO,KOVILPATTI LAKSHMI ROLLER FLOU,BSE,KLRFM.BO
507609.BO,OLYMPIC OIL INDUSTRIES LTD.,BSE,OLYOI.BO
507645.BO,POLSON LTD.,BSE,POLSON.BO
507690.BO,ORIENT BEVERAGES LTD.,BSE,ORIBEVER.BO
507759.BO,LIME CHEMICALS LTD.,BSE,LIMECHM.BO
507813.BO,NATIONAL OXYGEN LTD.,BSE,NOL.BO
507817.BO,WIRES & FABRIKS (SA) LTD.,BSE,WIREFABR.BO
507828.BO,ANSAL HOUSING LIMITED,BSE,ANSALHSG.BO
507833.BO,COMPUTER POINT LTD.,BSE,COMPUPN.BO
507872.BO,ASHNOOR TEXTILE MILLS LTD.,BSE,ASHNOOR.BO
507946.BO,KIDUJA INDIA LTD.,BSE,KIDUJA.BO
507948.BO,KEY CORP LTD.,BSE,KEYCORP.BO
507960.BO,GUJARAT HOTELS LTD.,BSE,GUJHOTE.BO
507966.BO,RAS RESORTS & APART HOTELS LTD,BSE,RASRESOR.BO
507970.BO,PARAMOUNT COSMETICS (INDIA) LT,BSE,PARMCOS-B.BO
507981.BO,JINDAL HOTELS LTD.,BSE,JINDHOT.BO
507998.BO,SIMMONDS MARSHALL LTD.,BSE,SIMMOND.BO
508494.BO,WARREN TEA LTD.,BSE,WARRENTEA.BO
508571.BO,COCHIN MALABAR ESTATES & INDUS,BSE,COCHMAL.BO
508664.BO,BEST EASTERN HOTELS LTD.,BSE,BESTEAST.BO
508875.BO,Nitin Castings Limited,BSE,NITINCAST.BO
508905.BO,SMIFS CAPITAL MARKETS LTD.,BSE,SMIFS.BO
508918.BO,IRONWOOD EDUCATION LIMITED,BSE,IRONWOOD.BO
508922.BO,MSR INDIA LTD.,BSE,MSRINDIA.BO
508941.BO,PANASONIC CARBON INDIA CO.LTD.,BSE,PANCARBON.BO
508956.BO,HB LEASING & FINANCE CO.LTD.,BSE,HBLEAS.BO
508969.BO,SULABH ENGINEERS & SERVICES LT,BSE,SULABEN.BO
508980.BO,FRONTIER CAPITAL LIMITED,BSE,FRONTCAP.BO
509015.BO,THAKRAL SERVICES (INDIA) LTD.,BSE,THAKRAL.BO
509026.BO,VJTF EDUSERVICES LTD.,BSE,VJTFEDU.BO
509038.BO,VOLTAIRE LEASING & FINANCE LTD,BSE,VOLLF.BO
509040.BO,NETLINK SOLUTIONS (INDIA) LTD.,BSE,NETLINK.BO
509051.BO,INDIAN INFOTECH & SOFTWARE LTD,BSE,INDINFO.BO
509053.BO,BANAS FINANCE LTD.,BSE,BANASFN.BO
509073.BO,HATHWAY BHAWANI CABLETEL & DAT,BSE,HATHWAYB.BO
509162.BO,INDAG RUBBER LTD.,BSE,INDAG.BO
509196.BO,MM RUBBER COMPANY LTD.,BSE,MMRUBBR-B.BO
509423.BO,SANATHNAGAR ENTERPRISES LIMITE,BSE,SEL.BO
509449.BO,BHAGWATI OXYGEN LTD.,BSE,BHAGWOX.BO
509470.BO,BOMBAY OXYGEN INVESTMENTS LIMI,BSE,BOMOXY-B1.BO
509486.BO,CAPRIHANS INDIA LTD.,BSE,CAPRIHANS.BO
509563.BO,GARWARE MARINE INDUSTRIES LTD.,BSE,GARWAMAR.BO
509597.BO,HARDCASTLE & WAUD MFG.CO.LTD.,BSE,HARDCAS.BO
509631.BO,HEG LTD.,BSE,HEG.BO
509760.BO,MODERN SHARES & STOCKBROKERS L,BSE,MODRNSH.BO
509835.BO,PREMIER SYNTHETICS LTD.,BSE,PREMSYN.BO
509887.BO,SINNAR BIDI UDYOG LTD.,BSE,SINNAR.BO
509895.BO,HINDOOSTAN MILLS LTD.,BSE,HINDMILL.BO
510245.BO,SWASTI VINAYAKA SYNTHETICS LTD,BSE,SWASTIVI.BO
511000.BO,MADHUSUDAN SECURITIES LTD.,BSE,MADHUSE.BO
511012.BO,YAMINI INVESTMENTS COMPANY LTD,BSE,YAMNINV.BO
511016.BO,PREMIER CAPITAL SERVICES LTD.,BSE,PREMCAP.BO
511018.BO,MILGREY FINANCE & INVESTMENT L,BSE,ZMILGFIN.BO
511066.BO,SAKTHI FINANCE LTD.,BSE,SAKTHIFIN.BO
511092.BO,JMD Ventures Limited,BSE,JMDVL.BO
511110.BO,V.B.DESAI FINANCIAL SERVICES L,BSE,VBDESAI.BO
511116.BO,QUADRANT TELEVENTURES LIMITED,BSE,QUADRANT.BO
511122.BO,FIRST CUSTODIAN FUND (INDIA) L,BSE,1STCUS.BO
511147.BO,WSFX Global Pay Limited,BSE,WSFX.BO
511153.BO,Anjani Foods Limited,BSE,ANJANIFOODS.BO
511187.BO,Millennium Online Solutions (I,BSE,MILLENNIUM.BO
511200.BO,MUNOTH CAPITAL MARKET LTD.,BSE,MUNCAPM.BO
511246.BO,BOMBAY TALKIES LIMITED,BSE,BOMTALKIES.BO
511355.BO,INDIA CEMENTS CAPITAL LTD.,BSE,INDCEMCAP.BO
511359.BO,AD-MANUM FINANCE LTD.,BSE,ADMANUM.BO
511377.BO,MEHTA INTEGRATED FINANCE LTD.,BSE,MEHIF.BO
511391.BO,INTER GLOBE FINANCE LTD.,BSE,INTRGLB.BO
511401.BO,MUNOTH COMMUNICATION LIMITED,BSE,MCLTD.BO
511411.BO,SHRISTI INFRASTRUCTURE DEVELOP,BSE,SHRISTI.BO
511441.BO,GUJARAT CREDIT CORPORATION LTD,BSE,GUJCRED.BO
511447.BO,SYLPH TECHNOLOGIES LTD.,BSE,SYLPH.BO
511451.BO,DHARANI FINANCE LTD.,BSE,DHARFIN.BO
511463.BO,Alexander Stamps And Coin Limi,BSE,ALEXANDER.BO
511493.BO,SHRYDUS INDUSTRIES LIMITED,BSE,SHRYDUS.BO
511501.BO,BHARAT BHUSHAN SHARE & COMMODI,BSE,BHARAT.BO
511507.BO,USHAKIRAN FINANCE LTD.,BSE,USHAKIRA.BO
511523.BO,VEERHEALTH CARE LIMITED,BSE,VEERHEALTH.BO
511525.BO,PAN INDIA CORPORATION LTD.,BSE,PANINDIAC.BO
511533.BO,SAHARA HOUSINGFINA CORPORATION,BSE,SAHARAHOUS.BO
511535.BO,NDA SECURITIES LTD.,BSE,NDASEC.BO
511543.BO,GSB FINANCE LTD.,BSE,GSBFIN.BO
511549.BO,MORARKA FINANCE LTD.,BSE,MORARKFI.BO
511557.BO,PRO FIN CAPITAL SERVICES LTD.,BSE,PROFINC.BO
511563.BO,SANCHAY FINVEST LTD.,BSE,SANCF.BO
511571.BO,SOM DATT FINANCE CORPORATION L,BSE,SODFC.BO
511585.BO,REGENCY TRUST LTD.,BSE,REGTRUS.BO
511593.BO,LIBORD FINANCE LTD,BSE,LIBORDFIN.BO
511601.BO,YASH MANAGEMENT & SATELLITE LT,BSE,YASHMGM.BO
511609.BO,ISL CONSULTING LTD.,BSE,ISLCONSUL.BO
511626.BO,RR FINANCIAL CONSULTANTS LTD.,BSE,RRFIN.BO
511628.BO,IM+ CAPITALS LIMITED,BSE,IMCAP.BO
511654.BO,SUGAL & DAMANI SHARE BROKERS L,BSE,SUGALDAM.BO
511658.BO,NETTLINX LTD.,BSE,NETTLINX.BO
511664.BO,BGIL FILMS & TECHNOLOGIES LTD.,BSE,BGIL.BO
511688.BO,MATHEW EASOW RESEARCH SECURITI,BSE,MATHEWE.BO
511692.BO,AJCON GLOBAL SERVICES LTD.,BSE,AJCON.BO
511700.BO,STANDARD CAPITAL MARKETS LTD.,BSE,STANCAP.BO
511710.BO,CUBICAL FINANCIAL SERVICES LTD,BSE,CUBIFIN.BO
511712.BO,RELIC TECHNOLOGIES LTD.,BSE,RELICTEC.BO
511716.BO,Invigorated Business Consultin,BSE,INVIGO.BO
511728.BO,K.Z.LEASING & FINANCE LTD.,BSE,KZLFIN.BO
511734.BO,PASUPATI FINCAP LTD.,BSE,PASUFIN.BO
511738.BO,MEHTA SECURITIES LTD.,BSE,MEHSECU.BO
511740.BO,MEHTA HOUSING FINANCE LTD.,BSE,MEHTAHG.BO
511756.BO,ABIRAMI FINANCIAL SERVICES (IN,BSE,ABIRAFN.BO
511758.BO,MANSI FINANCE (CHENNAI) LTD.,BSE,MANSIFIN.BO
511760.BO,SEVEN HILL INDUSTRIES LIMITED,BSE,SEVENHILL.BO
511764.BO,Aastamangalam Finance Limited,BSE,AASTAFIN.BO
512014.BO,SOBHAGYA MERCHANTILE LTD.,BSE,SOBME.BO
512018.BO,CNI RESEARCH LTD.,BSE,CNIRESLTD.BO
512036.BO,KAPIL COTEX LTD.,BSE,KAPILCO.BO
512047.BO,ROYAL INDIA CORPORATION LIMITE,BSE,ROYALIND.BO
512048.BO,Luharuka Media & Infra Limited,BSE,LUHARUKA.BO
512064.BO,VISHVPRABHA VENTURES LIMITED,BSE,VISVEN.BO
512093.BO,CRANES SOFTWARE INTERNATIONAL,BSE,CRANESSOFT.BO
512097.BO,SAIANAND COMMERCIAL LIMITED,BSE,SAICOM.BO
512099.BO,EYANTRA VENTURES LIMITED,BSE,EY.BO
512103.BO,NIDHI GRANITES LTD.,BSE,NIDHGRN.BO
512115.BO,ROSE MERC.LTD.,BSE,ROSEMER.BO
512169.BO,CAPRICORN SYSTEMS GLOBAL SOLUT,BSE,CAPRICORN.BO
512175.BO,VAMA INDUSTRIES LTD.,BSE,VAMA.BO
512217.BO,PRISM MEDICO AND PHARMACY LTD.,BSE,PRISMMEDI.BO
512229.BO,VERITAS (INDIA) LTD.,BSE,VERITAS.BO
512247.BO,ASHIRWAD CAPITAL LTD.,BSE,ASHCAP.BO
512257.BO,SWASTI VINAYAKA ART AND HERITA,BSE,SVARTCORP.BO
512297.BO,Shantai Industries Limited,BSE,SHANTAI.BO
512301.BO,CHAMBAL BREWERIES & DISTILLERI,BSE,CHMBBRW.BO
512344.BO,ARAVALI SECURITIES & FINANCE L,BSE,ARAVALIS.BO
512399.BO,SERA INVESTMENTS & FINANCE IND,BSE,SERA.BO
512415.BO,MERCURY TRADE LINKS LTD.,BSE,MERCTRD.BO
512425.BO,NIRAV COMMERCIALS LTD.,BSE,NIRAVCOM.BO
512437.BO,APOLLO FINVEST (INDIA) LTD.,BSE,APOLLOFI.BO
512441.BO,Enbee Trade &amp; Finance Ltd,BSE,ENBETRD.BO
512443.BO,Ganon Products Limited,BSE,GANONPRO.BO
512477.BO,BETEX INDIA LTD.,BSE,BETXIND.BO
512489.BO,OASIS SECURITIES LTD.,BSE,OASISEC.BO
512493.BO,GARNET INTERNATIONAL LTD.,BSE,GARNETINT.BO
512499.BO,SHALIMAR PRODUCTIONS LTD.,BSE,SHALPRO.BO
512527.BO,SUPER SALES INDIA LTD.,BSE,SUPER.BO
512565.BO,NEELKANTH LIMITED,BSE,NEELKANTH.BO
512587.BO,ZODIAC-JRD-MKJ LTD.,BSE,ZODJRDMKJ.BO
512589.BO,SITA ENTERPRISES LTD.,BSE,SITAENT.BO
512591.BO,PULSAR INTERNATIONAL LTD.,BSE,PULSRIN.BO
512595.BO,Manbro Industries Limited,BSE,MANBRO.BO
512600.BO,ASTAL LABORATORIES LIMITED,BSE,ASTALLTD.BO
512604.BO,HARIA EXPORTS LTD.,BSE,HARIAEXPO.BO
512618.BO,RLF LTD.,BSE,RLF.BO
512624.BO,Regent Enterprises Limited,BSE,REGENTRP.BO
512634.BO,SAVERA INDUSTRIES LTD.,BSE,SAVERA.BO
513005.BO,Chrome Silicon Limited,BSE,CHROME.BO
513043.BO,REMI EDELSTAHL TUBULARS LIMITE,BSE,REMIEDEL.BO
513059.BO,G.S.AUTO INTERNATIONAL LTD.,BSE,GSAUTO.BO
513063.BO,TRANS-FREIGHT CONTAINERS LTD.,BSE,TRANSFRE.BO
513117.BO,AMFORGE INDUSTRIES LTD.,BSE,AMFORG.BO
513149.BO,ACROW INDIA LTD.,BSE,ACROW.BO
513252.BO,JAY USHIN LTD.,BSE,JAYUSH.BO
513303.BO,MODERN STEELS LTD.,BSE,MDRNSTL.BO
513307.BO,SYNTHIKO FOILS LTD.,BSE,SYNTHFO.BO
513309.BO,Golkonda Aluminium Extrusions,BSE,GOLKONDA.BO
513337.BO,GUJARAT TOOLROOM LTD.,BSE,GUJTLRM.BO
513349.BO,AJMERA REALTY & INFRA INDIA LT,BSE,AJMERA.BO
513353.BO,COCHIN MINERALS & RUTILE LTD.,BSE,COCHINM.BO
513361.BO,INDIA STEEL WORKS LTD.,BSE,ISWL.BO
513369.BO,KRISHANVEER FORGE LIMITED,BSE,KVFORGE.BO
513397.BO,VALLABH STEELS LTD.,BSE,VALLABHSQ.BO
513401.BO,ASHIANA ISPAT LTD.,BSE,ASHIS.BO
513403.BO,P.M.TELELINNKS LTD.,BSE,PMTELELIN.BO
513418.BO,SMITHS & FOUNDERS (INDIA) LIMI,BSE,SMFIL.BO
513422.BO,BLOOM INDUSTRIES LTD.,BSE,BLOIN.BO
513430.BO,Maitri Enterprises Limited,BSE,MAITRI.BO
513452.BO,ELANGO INDUSTRIES LTD.,BSE,ELANGO.BO
513456.BO,KANISHK STEEL INDUSTRIES LTD.,BSE,KANSHST.BO
513472.BO,SIMPLEX CASTINGS LTD.,BSE,SIMPLEXCAS.BO
513488.BO,SHREE STEEL WIRE ROPES LTD.,BSE,SSWRL.BO
513496.BO,SIZEMASTERS TECHNOLOGY LIMITED,BSE,SIZEMASTER.BO
513498.BO,SOUTHERN MAGNESIUM & CHEMICALS,BSE,SOUTHMG.BO
513502.BO,BARODA EXTRUSION LTD.,BSE,BAROEXT.BO
513507.BO,GUJARAT CONTAINERS LTD.,BSE,GUJCONT.BO
513513.BO,ADITYA ISPAT LTD.,BSE,ADITYA.BO
513515.BO,S.R.INDUSTRIES LTD.,BSE,SRIND.BO
513528.BO,GLITTEK GRANITES LTD.,BSE,GLITTEKG.BO
513548.BO,SHARDA ISPAT LTD.,BSE,SHRDAIS.BO
513566.BO,NOVA IRON & STEEL LTD.,BSE,NOVIS.BO
513575.BO,STERLING POWERGENSYS LTD,BSE,STERPOW.BO
513579.BO,FOUNDRY FUEL PRODUCTS LTD.,BSE,FFPL.BO
513629.BO,TULSYAN NEC LTD.,BSE,TULSYAN.BO
513642.BO,AXEL POLYMERS LTD.,BSE,AXELPOLY.BO
513687.BO,SPECTRA INDUSTRIES LTD.,BSE,SPECTRA.BO
513693.BO,KIC METALIKS LTD.,BSE,KAJARIR.BO
513699.BO,SOLID STONE COMPANY LTD.,BSE,SOLIDSTON.BO
513713.BO,White Organic Agro Limited,BSE,WHITEORG.BO
513721.BO,MFS INTERCORP LTD.,BSE,MFSINTRCRP.BO
514010.BO,RUDRA ECOVATION LIMITED,BSE,RUDRAECO.BO
514028.BO,RAJKAMAL SYNTHETICS LTD.,BSE,RAJKSYN.BO
514030.BO,DEEPAK SPINNERS LTD.,BSE,DEEPAKSP.BO
514060.BO,MARKOBENZ VENTURES LIMITED,BSE,MARKOBENZ.BO
514113.BO,ADINATH TEXTILES LTD.,BSE,ADINATH.BO
514128.BO,KONARK SYNTHETIC LTD.,BSE,KONARKSY.BO
514140.BO,SURYAVANSHI SPINNING MILLS LTD,BSE,SURYVANSP.BO
514165.BO,INDIAN ACRYLICS LTD.,BSE,INDIANACRY.BO
514171.BO,CEETA INDUSTRIES LTD.,BSE,CEETAIN.BO
