ticker,name,sector,price,market_cap,pe,pb,roe_pct,de,eps,earnings_yield,dividend_yield_pct,profit_margin,rev_growth,ni_growth,debt_growth,years_of_data,revenue_y0,revenue_y1,revenue_y2,revenue_y3,net_income_y0,net_income_y1,net_income_y2,net_income_y3,total_debt_y0,total_debt_y1,total_debt_y2,total_debt_y3,equity_y0,equity_y1,equity_y2,equity_y3,roe_y0,roe_y1,roe_y2,roe_y3,de_y0,de_y1,de_y2,de_y3,cash_conversion,earnings_spike,non_op_pct,quality_pass,graham_pass,greenblatt_pass,dorsey_pass,trajectory_pass,score,updated_date
532315.BO,Groarc Industries India Limited,,11.17,228610800.0,33.848484,0.58635175,,,,2.95,,,-26.15,-60.4,,5,256881000.0,347859000.0,406711598.0,689048485.0,3447000.0,8704000.0,2661882.0,2147502.0,0.0,0.0,49.0,49.0,402071000.0,398624417.0,389890920.0,387229038.0,0.86,2.18,0.68,0.55,,,0.0,0.0,-56.2,0.61,,False,False,False,False,False,0,2026-06-22
532320.BO,Vaarad Ventures Limited,,13.48,3368692480.0,,14.961153,,,,,,,,-6.21,10.15,5,0.0,0.0,0.0,0.0,-2190000.0,-2335000.0,-2694900.0,-2259000.0,39500000.0,35861030.0,35251350.0,34156000.0,220717000.0,222906790.0,225115330.0,227810000.0,-0.99,-1.05,-1.2,-0.99,17.9,16.09,15.66,14.99,,,,True,False,False,False,False,0,2026-06-22
532323.BO,"532323.BO,0P0000C1U3,209207",,47.05,14004526080.0,,7.247381,,,,,,,39.85,-11.89,26.09,5,4351677000.0,3111722000.0,3467375340.19,0.0,-1255325000.0,-1424768000.0,-683248000.0,-804703000.0,16954918000.0,13446767000.0,13590936000.0,12308245000.0,-219544000.0,1033600000.0,-1467678000.0,-783259000.0,,-137.85,,,,1300.96,,,,,,True,False,False,False,False,0,2026-06-22
532329.BO,"532329.BO,0P0000BHIA,6377",,1671.5,8141324800.0,39.412876,14.0688,,,,2.54,,,19.95,21.5,-15.79,5,2619555000.0,2183792000.0,2108973000.0,1670802000.0,229889000.0,189202000.0,222256000.0,72540000.0,297999000.0,353891000.0,301878000.0,379648000.0,997158000.0,767287000.0,578680000.0,358954000.0,23.05,24.66,38.41,20.21,29.88,46.12,52.17,105.77,0.9,1.12,-38.54,True,False,False,False,True,1,2026-06-22
532333.BO,HB Portfolio Limited,,71.14,765765184.0,10.340116,0.2678726,,,,9.67,,,-3.75,-613.61,102.97,5,267963000.0,278402000.0,558261000.0,209573000.0,2717000.0,-529000.0,70250000.0,30567000.0,20265000.0,9984000.0,16987000.0,7757000.0,2578197000.0,2765194000.0,2858704000.0,1921757000.0,0.11,-0.02,2.46,1.59,0.79,0.36,0.59,0.4,37.84,0.04,-496.95,True,True,False,False,False,1,2026-06-22
532340.BO,"532340.BO,0P0000BMAQ,8042",,3.7,63709560.0,,0.549369,,,,,,,2.94,-23.13,,5,805000.0,782000.0,581000.0,581000.0,-555000.0,-722000.0,-971000.0,-1545000.0,0.0,0.0,0.0,0.0,114684000.0,115237000.0,115961000.0,116932000.0,-0.48,-0.63,-0.84,-1.32,,,,,,,,True,False,False,False,False,0,2026-06-22
532344.BO,"532344.BO,0P0000B9ET,1046",,282.6,4172221696.0,20.360231,2.3777273,,,,4.91,,,8.04,-68.67,,5,137659000.0,127417000.0,135131000.0,709586000.0,27056000.0,86357000.0,98800000.0,798000.0,,,86230000.0,85052000.0,1133146000.0,1105693000.0,1021470000.0,1472880000.0,2.39,7.81,9.67,0.05,,,8.44,5.77,3.06,0.29,-143.09,True,False,False,False,False,0,2026-06-22
532350.BO,Padmalaya Telefilms Limited,,2.95,51129992.0,,0.30585796,,,,,,,,100.99,5.73,5,0.0,0.0,0.0,0.0,-5475000.0,-2724000.0,-2161000.0,-1216000.0,5440000.0,5145000.0,3360000.0,1070000.0,155763000.0,161238000.0,163961000.0,166122000.0,-3.51,-1.69,-1.32,-0.73,3.49,3.19,2.05,0.64,,,,True,False,False,False,False,0,2026-06-22
532354.BO,Virgo Global Limited,,8.84,96846624.0,,11.525424,,,,,,,-79.43,-7172.73,,5,9184000.0,44657000.0,849480000.0,424760000.0,-2334000.0,33000.0,2380000.0,2190000.0,,0.0,24940000.0,27220000.0,5766000.0,8100000.0,8060000.0,5690000.0,-40.48,0.41,29.53,38.49,,,309.43,478.38,,-1.93,,True,False,False,False,False,0,2026-06-22
532355.BO,Picturehouse Media Limited,,9.57,505746720.0,,-0.9456521,,,,,,,-5.73,-71.17,9.09,5,329000.0,349000.0,4940000.0,136769000.0,5282000.0,18324000.0,-8130000.0,2050405000.0,2347130000.0,2151572000.0,2504756000.0,854747000.0,-697360000.0,-702759000.0,-721201000.0,-713070000.0,,,,,,,,,-11.02,0.29,,False,False,False,False,False,0,2026-06-22
532359.BO,Hit Kit Global Solutions Limited,,1.23,47510472.0,,0.660935,,,,,,,22.36,-96.46,,5,10308000.0,8424000.0,2736000.0,2667000.0,903000.0,25476000.0,-27185000.0,39000.0,25000.0,0.0,1352000.0,410000.0,129051000.0,116898000.0,68852000.0,96037000.0,0.7,21.79,-39.48,0.04,0.02,,1.96,0.43,-7.7,0.04,69.66,False,False,False,False,False,0,2026-06-22
532362.BO,"532362.BO,0P0000BWVF,5340",,150.05,1964979840.0,83.361115,2.407889,,,,1.2,,,35.3,-177.7,37.12,5,841235000.0,621754000.0,466008000.0,436829680.0,-21364000.0,27495000.0,-5593130.0,-36405360.0,234915000.0,171318000.0,157859310.0,128680380.0,829462000.0,849609000.0,816063320.0,813016640.0,-2.58,3.24,-0.69,-4.48,28.32,20.16,19.34,15.83,,-0.78,,True,False,False,False,False,0,2026-06-22
532373.BO,WeP Solutions Limited,,44.24,1681757056.0,37.17647,2.6969035,,,,2.69,,,4.81,-48.85,-21.93,5,679108000.0,647928000.0,687497000.0,920887000.0,20589000.0,40254000.0,38725000.0,58411000.0,119741000.0,153367000.0,130109000.0,53141000.0,636103000.0,629056000.0,602247000.0,576206000.0,3.24,6.4,6.43,10.14,18.82,24.38,21.6,9.22,4.72,0.52,-44.02,True,False,False,False,True,1,2026-06-22
532378.BO,"532378.BO,0P0000EHMZ,1211",,4.93,49693904.0,7.8253965,0.67065704,,,,12.78,,,-53.57,-31.9,,5,26000.0,56000.0,13374560.0,698830.0,1027000.0,1508000.0,3599950.0,-1960050.0,,,,,72977000.0,71966350.0,70504610.0,66732280.0,1.41,2.1,5.11,-2.94,,,,,-2.27,0.4,,False,True,False,False,False,1,2026-06-22
532379.BO,First Fintec Limited,,9.5,98826600.0,,0.92800623,,,,,,,38.12,-43.16,-3.26,5,25290000.0,18310000.0,17849520.0,58261768.0,-540000.0,-950000.0,-1925825.0,-16520877.0,2460000.0,2542825.0,2064633.0,6763732.0,105220000.0,105749194.0,106492662.0,108418487.0,-0.51,-0.9,-1.81,-15.24,2.34,2.4,1.94,6.24,,,,True,False,False,False,True,1,2026-06-22
532380.BO,"532380.BO,0P0000BG5F,9775",,12.8,674632960.0,29.767443,2.5728643,,,,3.36,,,167.45,-54.6,,5,149475000.0,55888000.0,114618000.0,27875000.0,6530000.0,14384000.0,19742000.0,10221000.0,,,,,274017000.0,267582000.0,253580000.0,233754000.0,2.38,5.38,7.79,4.37,,,,,1.23,0.38,,True,False,False,False,False,0,2026-06-22
532384.BO,"532384.BO,0P0000BFM3,2588",,175.1,1814001024.0,13.669008,1.4155215,,,,7.32,,,-18.08,-44.09,,5,536340000.0,654713000.0,695097000.0,753852000.0,69371000.0,124071000.0,122430000.0,141715000.0,0.0,0.0,0.0,0.0,1404703000.0,1367004000.0,1267351000.0,1167542000.0,4.94,9.08,9.66,12.14,,,,,0.41,0.56,96.51,False,True,False,False,False,1,2026-06-22
532397.BO,Konndor Industries Limited,,9.5,55108264.0,6.737589,0.57129115,,,,14.84,,,-35.57,1.06,,4,88838000.0,137886000.0,115272000.0,37290000.0,6498000.0,6430000.0,2660000.0,5930000.0,,,,,98262000.0,91762000.0,85341000.0,82690933.0,6.61,7.01,3.12,7.17,,,,,0.67,1.43,-17.67,True,True,False,False,False,1,2026-06-22
532402.BO,USG Tech Solutions Limited,,9.34,368128640.0,,0.9535477,,,,,,,,-42.53,8.16,5,0.0,0.0,0.0,2748000.0,-3702000.0,-6442000.0,-3761000.0,-2590000.0,57327000.0,53001000.0,32961000.0,44260000.0,362280000.0,365329000.0,386081000.0,375438000.0,-1.02,-1.76,-0.97,-0.69,15.82,14.51,8.54,11.79,,,,True,False,False,False,False,0,2026-06-22
532404.BO,"532404.BO,0P0000BVZS,18801",,55.84,607466624.0,22.247011,3.0229537,,,,4.49,,,32.12,31.99,,5,188989000.0,143042000.0,131672000.0,150561000.0,34211000.0,25920000.0,24936000.0,37305000.0,,,,,215964000.0,201041000.0,184602000.0,178262000.0,15.84,12.89,13.51,20.93,,,,,0.95,1.35,11.62,True,False,False,False,False,0,2026-06-22
532410.BO,"532410.BO,0P0000AH6T,12935",,33.35,1062424256.0,11.620209,1.8582492,,,,8.61,,,-38.07,-17.52,-25.07,5,8858229000.0,14302538000.0,21360680000.0,28812933000.0,83909000.0,101736000.0,600000.0,5053000.0,148115000.0,197659000.0,204756000.0,142603000.0,730683000.0,656662000.0,571665000.0,570276000.0,11.48,15.49,0.1,0.89,20.27,30.1,35.82,25.01,0.97,1.64,1.88,True,False,False,False,False,0,2026-06-22
532425.BO,"532425.BO,0P0000B1GL,64987",,26.28,392265792.0,,0.83051544,,,,,,,1800.85,-12598.37,90.48,5,42427000.0,2232000.0,2297000.0,2197000.0,45869000.0,-367000.0,-20016000.0,-77000.0,411929000.0,216253000.0,216253000.0,216253000.0,2160629000.0,461687000.0,482310000.0,515090000.0,2.12,-0.08,-4.15,-0.01,19.07,46.84,44.84,41.98,0.18,,47.79,False,False,False,False,False,0,2026-06-22
532435.BO,Sanmit Infra Limited,,14.39,2286096384.0,89.93751,6.3728967,,,,1.11,,,-29.53,26.92,76.65,5,1007521000.0,1429621000.0,942164000.0,1398798000.0,19793000.0,15595000.0,44669000.0,51679000.0,148681000.0,84169000.0,97579000.0,82724000.0,386331000.0,357153000.0,356723000.0,317594000.0,5.12,4.37,12.52,16.27,38.49,23.57,27.35,26.05,-0.77,0.66,-51.01,False,False,False,False,False,0,2026-06-22
532444.BO,"532444.BO,0P0000D66M,5085",,1.93,40498540.0,,2.7930536,,,,,,,,-16.11,,5,0.0,0.0,0.0,0.0,-1687000.0,-2011000.0,-1937000.0,-1825000.0,0.0,0.0,0.0,0.0,11648000.0,13335000.0,15346000.0,17283000.0,-14.48,-15.08,-12.62,-10.56,,,,,,,,True,False,False,False,False,0,2026-06-22
532455.BO,"532455.BO,0P0000BJF3,6315",,25.28,1080848896.0,,3.125232,,,,,,,7.77,148.58,2.48,5,1421106000.0,1318596000.0,1283292000.0,1206857000.0,58198000.0,23412000.0,14662000.0,65292000.0,914715000.0,892601000.0,896204000.0,909608000.0,431997000.0,372450000.0,345862000.0,325689000.0,13.47,6.29,4.24,20.05,211.74,239.66,259.12,279.29,5.0,3.06,-243.51,False,False,False,False,False,0,2026-06-22
532467.BO,"532467.BO,0P0000CMME,162340",,359.25,75784863744.0,109.19453,28.414934,,,,0.92,,,-9.11,6.78,133.18,5,5795755000.0,6376800000.0,5445564000.0,7758071400.0,426881000.0,399759000.0,637695000.0,455797300.0,4550961000.0,1951715000.0,1103915000.0,218724000.0,6238562000.0,4577951000.0,2366020000.0,813188200.0,6.84,8.73,26.95,56.05,72.95,42.63,46.66,26.9,2.28,0.82,-105.72,True,False,False,False,False,0,2026-06-22
532470.BO,"532470.BO,0P0000C8AV,0",,68.32,11623418.0,,-0.926687,,,,,,,,-325.38,2.64,5,44549000.0,0.0,700000.0,120000.0,38290000.0,-16989000.0,-389000.0,-885000.0,26686000.0,26000000.0,12170000.0,12099000.0,34808000.0,-3481000.0,-12543000.0,-12154000.0,110.0,,,,76.67,,,,-0.09,,-9.24,False,False,False,False,False,0,2026-06-22
532645.BO,"532645.BO,0P0000BOJY,18790",,5.01,70848920.0,,385.3846,,,,,,,,-44.01,,5,0.0,0.0,0.0,0.0,-215000.0,-384000.0,-1823500.0,88600.0,0.0,0.0,,0.0,229000.0,444000.0,828100.0,2651600.0,-93.89,-86.49,-220.2,3.34,,,,,,,,True,False,False,False,False,0,2026-06-22
532656.BO,"532656.BO,0P0000BZGQ,248275",,6.92,1353185280.0,,0.8428745,,,,,,,766.18,-70.53,-7.6,5,14699000.0,1697000.0,1525211000.0,3196203000.0,-147967000.0,-502143000.0,-199083000.0,84368000.0,121539000.0,131539000.0,91789000.0,78847000.0,952392000.0,1095138000.0,1605502000.0,1889549000.0,-15.54,-45.85,-12.4,4.46,12.76,12.01,5.72,4.17,,,,True,False,False,False,True,1,2026-06-22
532676.BO,"532676.BO,0P0000C8P4,16619",,12.3,166057376.0,,-0.14194874,,,,,,,-35.93,-3791.46,0.0,5,233534000.0,364475000.0,604946000.0,111567000.0,-451096000.0,12220000.0,24539000.0,-1344769000.0,4049067000.0,4049000000.0,4064100000.0,4019382000.0,-1967799000.0,-1147594000.0,-1169800000.0,-1194394000.0,,,,,,,,,,-24.54,,True,False,False,False,False,0,2026-06-22
532701.BO,"532701.BO,0P0000AWO2,857",,13.77,277482048.0,0.55013984,-1.3355964,,,,181.77,,,203.15,-91.17,,5,74633000.0,24619000.0,77204000.0,72450000.0,45390000.0,514026000.0,2358000.0,11364000.0,99813000.0,0.0,481794000.0,478776000.0,352400000.0,306492000.0,-207755000.0,-210245000.0,12.88,167.71,,,28.32,,,,-0.46,0.18,32.8,False,True,False,False,False,1,2026-06-22
532723.BO,MPDL Limited,,38.4,284640768.0,,0.27872342,,,,,,,250.12,91.43,18.12,5,203215000.0,58041000.0,73357000.0,141926000.0,-79754000.0,-41662000.0,185394000.0,-38425000.0,612795000.0,518776000.0,414660000.0,663872000.0,903601000.0,981702000.0,1021230000.0,1154078000.0,-8.83,-4.24,18.15,-3.33,67.82,52.84,40.6,57.52,,-0.43,,True,False,False,False,False,0,2026-06-22
532744.BO,"532744.BO,0P0000BJCT,2033",,12.81,149114816.0,,-3.1062076,,,,,,,,178.52,-36.42,5,102300000.0,0.0,0.0,76799000.0,-217800000.0,-78200000.0,-120425000.0,-179625000.0,187300000.0,294607000.0,432522000.0,243698000.0,-236200000.0,-122352000.0,-48008000.0,72849000.0,,,,-246.57,,,,334.52,,,,True,False,False,False,True,1,2026-06-22
532806.BO,AI Champdany Industries Limited,,53.0,1629951360.0,,3.9753976,,,,,,,133.22,-102.92,63.29,5,2104054000.0,902185000.0,396569000.0,484088000.0,17844000.0,-610329000.0,-394510000.0,149300000.0,717884000.0,439647000.0,220633000.0,90769000.0,-202835000.0,-296482000.0,406239000.0,780220000.0,,,-97.11,19.14,,,54.31,11.63,-0.33,,-77.2,False,False,False,False,False,0,2026-06-22
532820.BO,"532820.BO,0P0000CB8Q,2294",,8.16,391602464.0,,-0.07855142,,,,,,,-13.11,-446.24,123.04,5,2609970000.0,3003921000.0,2017287000.0,2113403000.0,-473098000.0,136639000.0,-398251000.0,-398616000.0,1884467000.0,844901000.0,630454000.0,495394000.0,-5322896000.0,-4847788000.0,-4985300000.0,-4584752000.0,,,,,,,,,,-3.46,,True,False,False,False,False,0,2026-06-22
532825.BO,"532825.BO,0P0000BET9,8991",,17.45,272220000.0,,342.1569,,,,,,,,134.87,,5,0.0,0.0,0.0,0.0,-3206000.0,-1365000.0,38377000.0,-85000.0,0.0,0.0,965000.0,38693000.0,-3783000.0,-577000.0,788000.0,-37589000.0,,,4870.18,,,,122.46,,,-0.08,,True,False,False,False,False,0,2026-06-22
532829.BO,"532829.BO,0P0000AVS6,37078",,199.45,3526036480.0,58.834805,3.4467561,,,,1.7,,,55.52,91.72,-11.81,5,4311093000.0,2772128000.0,1942604000.0,2003091000.0,208382000.0,108690000.0,65581000.0,51299000.0,578903000.0,656458000.0,674988000.0,655426000.0,1324437000.0,1124460000.0,1004452000.0,867531000.0,15.73,9.67,6.53,5.91,43.71,58.38,67.2,75.55,1.21,2.39,-58.57,True,False,False,False,True,1,2026-06-22
532855.BO,"532855.BO,0P0000AOW5,469",,201.2,1047986432.0,20.785124,0.26164052,,,,4.81,,,64.49,85.3,,4,72226000.0,43910000.0,27428000.0,20661000.0,52209000.0,28176000.0,15699000.0,10932000.0,,0.0,0.0,0.0,3374080000.0,4005444000.0,1818146000.0,1476103000.0,1.55,0.7,0.86,0.74,,,,,-0.42,2.38,-31.33,False,False,False,False,False,0,2026-06-22
532893.BO,VTM Limited,,69.88,2958900736.0,12.131944,1.068812,,,,8.24,,,7.97,-75.32,82.93,5,3719813000.0,3445268000.0,2041749000.0,2058529000.0,111988000.0,453741000.0,182919000.0,91383000.0,749297000.0,409610000.0,38641000.0,41239000.0,3149908000.0,3064243000.0,2630111000.0,2452114000.0,3.56,14.81,6.95,3.73,23.79,13.37,1.47,1.68,0.12,0.35,-46.21,False,True,False,False,False,1,2026-06-22
532911.BO,"532911.BO,0P0000C4CJ,73993",,11.12,571614720.0,24.711111,0.7441611,,,,4.05,,,-86.31,-119.38,131.68,5,6412000.0,46836000.0,0.0,0.0,-886000.0,4571000.0,289000.0,391000.0,31796000.0,13724000.0,10785000.0,0.0,1132656000.0,1456440000.0,204038000.0,203650000.0,-0.08,0.31,0.14,0.19,2.81,0.94,5.29,,,-0.36,,True,False,False,False,False,0,2026-06-22
532918.BO,"532918.BO,0P0000D4TC,125023",,46.92,766222336.0,24.31088,0.81578714,,,,4.11,,,-27.47,-549.12,4.71,5,3548847000.0,4893087000.0,6024024000.0,4708433000.0,-115226000.0,25656000.0,35682000.0,25839000.0,858434000.0,819822000.0,665557000.0,722131000.0,849673000.0,964900000.0,939244000.0,903561000.0,-13.56,2.66,3.8,2.86,101.03,84.96,70.86,79.92,,-3.76,,True,False,False,False,False,0,2026-06-22
532933.BO,"532933.BO,0P0000D55G,26591",,69.06,1059262976.0,75.89011,1.7043015,,,,1.32,,,1.29,6068.49,83.13,5,1422623000.0,1404467000.0,1463851000.0,1406054000.0,99251000.0,1609000.0,38543000.0,-10315000.0,66773000.0,36462000.0,58811000.0,63352000.0,728506000.0,629255000.0,627646000.0,589112000.0,13.62,0.26,6.14,-1.75,9.17,5.79,9.37,10.75,0.97,4.94,49.86,False,False,False,False,False,0,2026-06-22
532957.BO,"532957.BO,0P0000D6F5,3428",,181.15,1177350016.0,,-7.02622,,,,,,,-18.55,-17.42,-2.51,5,802062000.0,984721000.0,1279908000.0,1122270000.0,-366934000.0,-444361000.0,-152577000.0,-304953000.0,2879297000.0,2953419000.0,2679511000.0,3229471000.0,-754303000.0,-555398000.0,-167566000.0,-665308000.0,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
532975.BO,"532975.BO,0P0000N0B3,15535",,21.0,663471872.0,38.181816,-15.957447,,,,2.62,,,67.97,-16.13,130.63,5,323888000.0,192827000.0,178592000.0,44437220.0,14261000.0,17003000.0,8366000.0,-11102410.0,52266000.0,22662000.0,25588000.0,26717270.0,329844000.0,132706000.0,-31437000.0,-41974550.0,4.32,12.81,,,15.85,17.08,,,-14.85,1.12,-21.79,False,False,False,False,False,0,2026-06-22
532992.BO,"532992.BO,0P0000N0HV,9141",,36.58,2005253504.0,42.04598,-1.7458955,,,,2.38,,,0.83,-124.59,2.07,5,1392756000.0,1381237000.0,1348000000.0,1216208000.0,4202000.0,-17090000.0,140636000.0,30346000.0,2622328000.0,2569116000.0,2580452000.0,2858116000.0,4216222000.0,-768026000.0,-706250000.0,-773661000.0,0.1,,,,62.2,,,,102.41,0.03,-182.65,True,False,False,False,False,0,2026-06-22
533018.BO,"533018.BO,0P0000N2UQ,17",,3515.5,111030040.0,,-3.033925,,,,,,,-20.44,442.59,9.06,5,1265000.0,1590000.0,0.0,38600.0,-1720000.0,-317000.0,-1408730.0,-665680.0,30015000.0,27521000.0,25234000.0,23137000.0,-36502000.0,-34782810.0,-34465560.0,-33056830.0,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
533019.BO,"533019.BO,0P0000HYE4,6",,1829.95,54924116.0,,-0.45822075,,,,,,,,-28.79,-3.37,5,0.0,0.0,0.0,0.0,-1138000.0,-1598000.0,1143950.0,-2216870.0,124826000.0,129184330.0,129184330.0,128184330.0,-121685000.0,-120546800.0,-118949040.0,-120092990.0,,,,,,,,,,-0.99,,True,False,False,False,False,0,2026-06-22
533056.BO,Vedavaag Systems Limited,,54.0,1237949952.0,15.384616,0.92738885,,,,6.5,,,21.51,-38.16,-70.72,5,1285414000.0,1057872000.0,867042000.0,850060000.0,52028000.0,84132000.0,78899000.0,75784000.0,13747000.0,46943000.0,23626000.0,39551000.0,1527696000.0,1483162000.0,1329063000.0,1271846000.0,3.41,5.67,5.94,5.96,0.9,3.17,1.78,3.11,0.54,0.64,-65.35,True,False,False,False,True,1,2026-06-22
533100.BO,Premier Energy and Infrastructure Limited,,4.6,,,,,,,,,,,-629.13,3.36,5,0.0,0.0,49800000.0,45000000.0,-10900000.0,2060000.0,-3933000.0,62306000.0,342331000.0,331194000.0,273589000.0,270275000.0,359837000.0,371002000.0,368852000.0,372785000.0,-3.03,0.56,-1.07,16.71,95.14,89.27,74.17,72.5,,-5.29,,True,False,False,False,False,0,2026-06-22
533101.BO,Suryaamba Spinning Mills Limited,,150.0,439791008.0,306.12244,0.71142983,,,,0.33,,,-3.56,159.43,-8.8,5,2070244000.0,2146576000.0,2157915000.0,2461316000.0,30428000.0,11729000.0,17507000.0,79088000.0,306065000.0,335615000.0,430977000.0,447314000.0,654584000.0,627485000.0,618180000.0,605631000.0,4.65,1.87,2.83,13.06,46.76,53.49,69.72,73.86,3.73,2.08,-134.71,True,False,False,False,True,1,2026-06-22
533110.BO,Shree Precoated Steels Limited,,15.09,62471092.0,,-3.3645484,,,,,,,,0.0,,5,0.0,0.0,0.0,0.0,-6000000.0,-6000000.0,-5800000.0,-5311000.0,,,,,-27400000.0,-21583000.0,-15534000.0,-9690000.0,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
533149.BO,Yunik Managing Advisors Limited,,13.25,189313344.0,,25.000002,,,,,,,,195.13,,5,0.0,750000.0,500000.0,720000.0,-2544000.0,-862000.0,-3257000.0,-1236000.0,,,,,1023000.0,3568000.0,4430000.0,7687000.0,-248.68,-24.16,-73.52,-16.08,,,,,,,,True,False,False,False,False,0,2026-06-22
533167.BO,Coromandel Engineering Company Limited,,66.46,2313499136.0,,63.537285,,,,,,,37.71,-59.32,,5,430884000.0,312889000.0,958787000.0,1257998000.0,1688000.0,4149000.0,-43974000.0,-45086000.0,,,,,,,,,,,,,,,,,,0.41,-1728.2,True,False,False,False,False,0,2026-06-22
5PAISA.NS,5paisa Capital Limited,Financial Services,324.25,15200599040.0,22.915195,1.5624021,7.05,58.31,14.15,4.36,,0.15376,-21.01,-35.24,74.12,5,1810179000.0,2291565000.0,2593660000.0,2359730000.0,441855000.0,682331000.0,544410000.0,435670000.0,3785600000.0,2174160000.0,3363170000.0,1692830000.0,6492242000.0,6036420000.0,5398860000.0,4632610000.0,6.81,11.3,10.08,9.4,58.31,36.02,62.29,36.54,-2.35,0.72,,False,False,False,False,False,0,2026-06-22
63MOONS.NS,63 moons technologies limited,Technology,669.2,30835757056.0,,0.8685991,-1.52,0.149,-4.89,,18.0,-0.10602,351.63,-32.37,90.39,5,2106298000.0,466381000.0,3688358000.0,2896778000.0,-224337000.0,-331704000.0,2225058000.0,-163088000.0,54222000.0,28480000.0,51711000.0,42019000.0,35518342000.0,34143357000.0,33473666000.0,31150088000.0,-0.63,-0.97,6.65,-0.52,0.15,0.08,0.15,0.13,,-0.1,,True,False,False,False,True,1,2026-06-22
A2ZINFRA.NS,A2Z Infra Engineering Limited,Industrials,14.49,2572298752.0,103.5,5.380616,,353.886,0.14,0.97,,0.00619,-13.44,-257.65,-53.71,4,3362675000.0,3884880000.0,3494416000.0,3533250000.0,89731000.0,-56918000.0,-1229203000.0,-1799100000.0,916225000.0,1979510000.0,3134352000.0,3939917000.0,451660000.0,321795000.0,380501000.0,1591408000.0,19.87,-17.69,-323.05,-113.05,202.86,615.15,823.74,247.57,6.04,,-99.25,True,False,False,False,False,0,2026-06-22
AAATECH.NS,AAA Technologies Limited,Technology,96.43,1236888320.0,59.89441,4.0289965,6.68,,1.61,1.67,155.0,0.10123,-19.94,-41.23,,5,203786000.0,254555000.0,237946000.0,230004000.0,20629000.0,35103000.0,32120000.0,28684000.0,,0.0,0.0,0.0,309640000.0,308251000.0,279561000.0,253854000.0,6.66,11.39,11.49,11.3,,,,,1.31,0.61,35.22,True,False,False,False,False,0,2026-06-22
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,518.1,226584346624.0,20.90799,2.9835017,15.75,248.556,24.78,4.78,,0.48599997,18.38,20.18,14.47,5,34546500000.0,29183400000.0,23542300000.0,18810100000.0,10958800000.0,9118300000.0,7496400000.0,5447600000.0,186834000000.0,163218800000.0,139584400000.0,121503300000.0,75408900000.0,63722900000.0,44497500000.0,36976600000.0,14.53,14.31,16.85,14.73,247.76,256.14,313.69,328.6,-2.56,1.32,-14.72,False,False,False,False,False,0,2026-06-22
AAKASH.NS,Aakash Exploration Services Limited,Energy,9.08,919350016.0,25.942858,1.4064436,5.63,41.927,0.35,3.85,,0.03112,14.53,90.13,-6.5,5,1124600000.0,981889000.0,922326130.0,925769270.0,34999000.0,18408000.0,62056860.0,45359070.0,221863000.0,237283160.0,259780750.0,244425160.0,638760000.0,603615230.0,585246990.0,523015050.0,5.48,3.05,10.6,8.67,34.73,39.31,44.39,46.73,4.12,0.87,-55.88,True,False,False,False,True,1,2026-06-22
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,82.03,2334106624.0,59.01439,1.5516882,2.75,40.385,1.39,1.69,,0.0084,-0.35,-1.4,43.34,5,4722690000.0,4739433000.0,3951029000.0,4128498000.0,39676000.0,40239000.0,46837000.0,37711000.0,499616000.0,348560000.0,313524000.0,377181000.0,1504232000.0,1384805000.0,1327556000.0,1174084000.0,2.64,2.91,3.53,3.21,33.21,25.17,23.62,32.13,2.56,0.91,-8.85,True,False,False,False,False,0,2026-06-22
AARNAV.NS,Aarnav Fashions Limited,,24.49,,,0.52296656,4.88,55.533,,,,0.02021,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
AARON.NS,Aaron Industries Limited,Industrials,122.94,2575160064.0,37.944447,5.1967707,14.84,57.079,3.24,2.64,49.0,0.07388,18.06,-17.54,-12.9,5,920050000.0,779305000.0,631809000.0,558054000.0,67974000.0,82432000.0,63309000.0,54044000.0,277476000.0,318567000.0,315624000.0,113734000.0,486122000.0,430297000.0,358427000.0,204790000.0,13.98,19.16,17.66,26.39,57.08,74.03,88.06,55.54,1.13,0.93,-103.13,True,False,False,False,True,1,2026-06-22
AARTECH.NS,Aartech Solonics Limited,Industrials,49.58,1575175296.0,39.664,5.0804386,11.93,16.02,1.25,2.52,25.0,0.099020004,12.47,48.3,-0.36,5,408842000.0,363522000.0,327441000.0,216880000.0,40485000.0,27300000.0,13153000.0,14217000.0,56170000.0,56375000.0,42002000.0,27801000.0,351030000.0,314556000.0,295348000.0,288729000.0,11.53,8.68,4.45,4.92,16.0,17.92,14.22,9.63,-0.19,2.0,-38.69,False,False,False,False,True,1,2026-06-22
