ticker,name,sector,price,market_cap,pe,pb,roe_pct,de,eps,earnings_yield,dividend_yield_pct,profit_margin,rev_growth,ni_growth,debt_growth,years_of_data,revenue_y0,revenue_y1,revenue_y2,revenue_y3,net_income_y0,net_income_y1,net_income_y2,net_income_y3,total_debt_y0,total_debt_y1,total_debt_y2,total_debt_y3,equity_y0,equity_y1,equity_y2,equity_y3,roe_y0,roe_y1,roe_y2,roe_y3,de_y0,de_y1,de_y2,de_y3,cash_conversion,earnings_spike,non_op_pct,quality_pass,graham_pass,greenblatt_pass,dorsey_pass,trajectory_pass,score,updated_date
IGCL.NS,INDOGULF CROPSCIENCES LTD,Basic Materials,61.49,3887643648.0,9.150298,0.67584795,10.9,39.864,6.72,10.93,,0.056209996,19.34,27.18,15.11,5,7046330000.0,5904210000.0,5506890000.0,5489830000.0,400270000.0,314720000.0,282330000.0,224230000.0,1831110000.0,1590690000.0,1949250000.0,1067090000.0,4593410000.0,2316510000.0,2032480000.0,1805130000.0,8.71,13.59,13.89,12.42,39.86,68.67,95.91,59.11,-1.02,1.34,-56.31,False,True,False,False,True,2,2026-06-22
IGIL.NS,International Gemological Institute Limited,Basic Materials,356.1,153892061184.0,30.050632,10.331622,,9.594,11.85,3.33,141.0,0.44124,0.0,0.0,-1.69,5,10531600000.0,10531600000.0,8880100000.0,4840410000.0,4272900000.0,4272900000.0,3308440000.0,2417580000.0,1426030000.0,1450510000.0,1505850000.0,267050000.0,14097210000.0,10627490000.0,-6044100000.0,3390730000.0,30.31,40.21,,71.3,10.12,13.65,,7.88,1.17,1.13,-30.65,True,False,False,False,False,0,2026-06-22
IGL.NS,Indraprastha Gas Limited,Utilities,167.18,234052239360.0,15.088448,2.0328555,13.93,0.848,11.08,6.63,283.0,0.09585,8.42,-9.79,4.56,5,161675900000.0,149126200000.0,139466200000.0,140865000000.0,15496200000.0,17177600000.0,19850700000.0,16396500000.0,977500000.0,934900000.0,811700000.0,827700000.0,115044400000.0,106157700000.0,96333700000.0,79312400000.0,13.47,16.18,20.61,20.67,0.85,0.88,0.84,1.04,1.25,0.84,14.43,True,False,False,False,True,1,2026-06-22
IGPL.NS,I G Petrochemicals Limited,Basic Materials,445.5,13719105536.0,627.4648,1.0297245,0.17,27.136,0.71,0.16,224.0,0.00115,-12.75,-97.96,34.37,5,19249790000.0,22062274000.0,20943300000.0,23493816000.0,22193000.0,1086966000.0,395127000.0,2000177000.0,3616896000.0,2691743000.0,3677090000.0,2537387000.0,13328881000.0,13387996000.0,12469146000.0,12348958000.0,0.17,8.12,3.17,16.2,27.14,20.11,29.49,20.55,46.05,0.03,-1052.03,True,False,False,False,False,0,2026-06-22
IIFL.NS,IIFL Finance Limited,Financial Services,534.0,227071721472.0,13.773536,1.6313363,12.29,446.24,38.77,7.26,75.0,0.21020001,33.04,338.47,35.25,5,76564600000.0,57549900000.0,62699000000.0,52051400000.0,16608000000.0,3787700000.0,17635400000.0,15003000000.0,696980700000.0,515333600000.0,471357000000.0,400174200000.0,139199600000.0,124121900000.0,106369900000.0,89920600000.0,11.93,3.05,16.58,16.68,500.71,415.18,443.13,445.03,-8.42,1.55,,False,False,False,False,False,0,2026-06-22
IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,345.0,107526135808.0,20.199064,3.4991276,20.2,59.292,17.08,4.95,87.0,0.24367,-0.17,-21.2,75.27,5,19824410000.0,19858074000.0,18324530000.0,11495920000.0,5613476000.0,7123382000.0,5123440000.0,2501570000.0,18208868000.0,10389170000.0,12015120000.0,5160050000.0,30657117000.0,25072280000.0,17864160000.0,13502790000.0,18.31,28.41,28.68,18.53,59.4,41.44,67.26,38.21,-1.91,0.92,38.47,False,False,False,False,False,0,2026-06-22
IITL.NS,Industrial Investment Trust Limited,Financial Services,127.7,2879322112.0,,0.6685409,-2.82,0.526,-5.51,,,0.0,-17.58,-410.21,-45.15,5,199160000.0,241650000.0,275929000.0,70914490.0,-124241000.0,40051000.0,648616000.0,449447690.0,19705000.0,35925000.0,21960000.0,995020.0,4307515000.0,4430449000.0,4389226000.0,3740671240.0,-2.88,0.9,14.78,12.02,0.46,0.81,0.5,0.03,,-0.36,,True,False,False,False,False,0,2026-06-22
IKIO.NS,IKIO Technologies Limited,Technology,162.9,12589026304.0,33.44969,2.0907667,7.09,11.438,4.87,2.99,,0.063540004,22.52,22.36,32.16,5,5952930000.0,4858790000.0,4379530000.0,3587650000.0,378250000.0,309120000.0,605710000.0,500380000.0,696970000.0,527370000.0,703280000.0,1227560000.0,6021260000.0,5605260000.0,5528060000.0,1421610000.0,6.28,5.51,10.96,35.2,11.58,9.41,12.72,86.35,0.43,0.83,-23.4,False,False,False,False,True,1,2026-06-22
IKS.NS,INVENTURUS KNOWLEDGE SO L,Healthcare,1671.8,280441913344.0,39.597347,9.989185,31.44,26.873,42.22,2.53,,0.22591999,19.89,48.45,-12.05,5,31937880000.0,26639940000.0,18169090000.0,10313000000.0,7215540000.0,4860590000.0,3704860000.0,3052280000.0,7525150000.0,8556230000.0,13110940000.0,523460000.0,28002370000.0,17896930000.0,11578580000.0,8286390000.0,25.77,27.16,32.0,36.83,26.87,47.81,113.23,6.32,0.93,1.68,-34.04,True,False,False,True,True,2,2026-06-22
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,Industrials,32.4,4248323072.0,324.0,-0.13309783,,,0.1,0.31,,0.00708,-41.53,-127.25,1.48,5,1879200000.0,3213800000.0,2564600000.0,1713400000.0,13300000.0,-48800000.0,-774400000.0,-1239800000.0,26717200000.0,26326600000.0,26310200000.0,26317000000.0,-31898800000.0,-31892800000.0,-31842800000.0,-31065500000.0,,,,,,,,,-83.87,,,False,False,False,False,False,0,2026-06-22
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,Industrials,2.6,855296064.0,,-0.0057558157,,385.701,-17.88,,,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,44.72,25305323520.0,4472.0,1.415369,0.05,27.313,0.01,0.02,,0.0017,-8.87,-99.18,105.01,5,3738538000.0,4102230000.0,2418349000.0,2385321000.0,6364000.0,771733000.0,5411178000.0,3571435000.0,3425139000.0,1670748000.0,3403771000.0,8057456000.0,12540423000.0,12527876000.0,7396624000.0,2351639000.0,0.05,6.16,73.16,151.87,27.31,13.34,46.02,342.63,172.72,0.0,-2725.09,True,False,False,False,False,0,2026-06-22
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,1430.0,77154369536.0,18.193384,2.839307,16.71,35.121,78.6,5.5,87.0,0.15012,10.21,12.03,146.39,5,28263100000.0,25645700000.0,27433500000.0,26393900000.0,4242800000.0,3787200000.0,3435700000.0,2252600000.0,9575400000.0,3886200000.0,2367900000.0,3405300000.0,27175200000.0,23482500000.0,21046600000.0,18728800000.0,15.61,16.13,16.32,12.03,35.24,16.55,11.25,18.18,0.75,1.17,-23.56,True,False,True,True,True,3,2026-06-22
IMPAL.NS,India Motor Parts & Accessories Limited,Consumer Cyclical,1062.0,13253760000.0,13.72625,0.5742301,,,77.37,7.29,294.0,0.10674,6.12,15.39,,5,8371100000.0,7888100000.0,7381700000.0,7259200000.0,965500000.0,836700000.0,739200000.0,751400000.0,0.0,0.0,0.0,0.0,23081700000.0,22459800000.0,20701700000.0,13681200000.0,4.18,3.73,3.57,5.49,,,,,0.05,1.23,35.76,False,True,False,False,False,1,2026-06-22
IMPEXFERRO.NS,Impex Ferro Tech Limited,Basic Materials,2.53,226055136.0,,-0.06853582,,,-0.73,,,0.0,,-8.94,-0.03,5,0.0,2079000.0,388070000.0,1433817000.0,-64340000.0,-70659000.0,-298285000.0,-335978000.0,2675999000.0,2676860000.0,2676809000.0,2676950000.0,-3216423000.0,-3152083000.0,-3081424000.0,-2782613000.0,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
INA.NS,Insolation Energy Limited,Technology,117.5,25902800896.0,12.912087,3.218032,28.15,109.826,9.1,7.74,,0.0933,60.9,59.41,721.45,5,21460213000.0,13337684000.0,7353651000.0,2780448000.0,2002166000.0,1255999000.0,554725000.0,106819000.0,8879168000.0,1080917000.0,960261000.0,679176000.0,8071419000.0,6164973000.0,1083364000.0,528840000.0,24.81,20.37,51.2,20.2,110.01,17.53,88.64,128.43,-0.37,2.21,-25.53,False,False,True,False,False,1,2026-06-22
INCREDIBLE.NS,Incredible Industries Limited,Basic Materials,33.78,1579679488.0,13.299212,0.95297205,7.62,21.824,2.54,7.52,,0.013710001,11.13,-7.77,48.38,5,8402978000.0,7561448000.0,7818032000.0,7058213000.0,115164000.0,124872000.0,59680000.0,49073000.0,342885000.0,231092000.0,432087000.0,491480000.0,1571168000.0,1452504000.0,1326063000.0,1266295000.0,7.33,8.6,4.5,3.88,21.82,15.91,32.58,38.81,0.84,1.25,-53.73,True,True,False,False,True,2,2026-06-22
INDBANK.NS,Indbank Merchant Banking Services Limited,Financial Services,33.85,1502201984.0,21.289307,1.5410179,7.37,,1.59,4.7,,0.28584,-9.54,-15.82,-100.0,5,181889000.0,201062000.0,195661000.0,159059000.0,71248000.0,84633000.0,89987000.0,35022000.0,0.0,62000.0,0.0,27852000.0,987409000.0,916517000.0,833691000.0,745054000.0,7.22,9.23,10.79,4.7,,0.01,,3.74,0.29,0.82,58.83,False,False,False,False,False,0,2026-06-22
INDGN.NS,INDEGENE LIMITED,Healthcare,535.0,128569655296.0,32.20951,4.091903,13.94,4.601,16.61,3.1,39.0,0.114259996,23.64,-1.38,42.13,5,35105000000.0,28393000000.0,25896000000.0,23061000000.0,4011000000.0,4067000000.0,3367000000.0,2661000000.0,1444000000.0,1016000000.0,4896000000.0,5025830000.0,31387000000.0,26156000000.0,14291000000.0,10637220000.0,12.78,15.55,23.56,25.02,4.6,3.88,34.26,47.25,1.62,1.08,-22.81,True,False,False,False,True,1,2026-06-22
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,722.3,1028145086464.0,49.33743,7.876944,16.43,18.987,14.64,2.03,45.0,0.20916,15.74,9.27,-8.03,5,93066800000.0,80411800000.0,65042100000.0,55820500000.0,20843800000.0,19075900000.0,12590700000.0,10025900000.0,28365500000.0,30842700000.0,27357900000.0,31390100000.0,130522900000.0,111607100000.0,94566500000.0,79819600000.0,15.97,17.09,13.31,12.56,21.73,27.64,28.93,39.33,1.19,1.32,-24.29,True,False,False,True,True,2,2026-06-22
INDIACEM.NS,The India Cements Limited,Basic Materials,374.9,174270464000.0,,1.1475395,-0.66,12.888,-2.17,,,-0.015,8.31,-53.2,11.99,5,44846900000.0,41405300000.0,49978546000.0,56000460000.0,-672500000.0,-1436900000.0,-2273375000.0,-1268948000.0,13048100000.0,11651562000.0,26327478000.0,29452875000.0,101242700000.0,101941312000.0,55747181000.0,57763025000.0,-0.66,-1.41,-4.08,-2.2,12.89,11.43,47.23,50.99,,,,True,False,False,False,True,1,2026-06-22
INDIAGLYCO.NS,India Glycols Limited,Basic Materials,959.5,64312180736.0,20.872307,2.1926517,11.28,57.645,45.97,4.79,131.0,0.069520004,11.76,26.78,-10.62,5,42114100000.0,37682600000.0,32939700000.0,25770184000.0,2927600000.0,2309200000.0,1729931000.0,1250844000.0,16906100000.0,18915320000.0,13482253000.0,11122677000.0,29327800000.0,22558766000.0,20510167000.0,19014190000.0,9.98,10.24,8.43,6.58,57.65,83.85,65.73,58.5,2.63,1.45,-68.69,True,False,False,False,True,1,2026-06-22
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,2090.0,125689790464.0,26.532946,5.2313824,20.7,0.962,78.77,3.77,144.0,0.30253,13.02,-13.8,-30.07,4,15690420000.0,13883440000.0,11967750000.0,9853990000.0,4746820000.0,5506980000.0,3339530000.0,2838270000.0,231020000.0,330370000.0,406670000.0,459080000.0,24003750000.0,21852900000.0,17361140000.0,20584920000.0,19.78,25.2,19.24,13.79,0.96,1.51,2.34,2.23,1.46,1.07,-6.51,True,False,False,True,True,2,2026-06-22
INDIANB.NS,Indian Bank,Financial Services,870.05,1171926024192.0,10.009779,1.4639395,15.44,,86.92,9.99,210.0,0.3417,7.3,3.93,10.28,5,377937800000.0,352229300000.0,318928300000.0,280722000000.0,117042800000.0,112614700000.0,84194100000.0,55723100000.0,368065700000.0,333743000000.0,231428800000.0,220924200000.0,800428700000.0,715129100000.0,602482000000.0,495068200000.0,14.62,15.75,13.97,11.26,45.98,46.67,38.41,44.63,1.61,1.19,,True,True,True,False,False,2,2026-06-22
INDIANCARD.NS,The Indian Card Clothing Company Limited,Consumer Cyclical,220.0,1307046400.0,35.14377,0.38108832,1.09,0.926,6.26,2.85,,0.08851,-0.01,-95.95,-81.19,5,420269000.0,420306000.0,468847000.0,597995000.0,37197000.0,918688000.0,79659000.0,36620000.0,31749000.0,168754000.0,249757000.0,208668000.0,3429770000.0,3382547000.0,2462492000.0,2384753000.0,1.08,27.16,3.23,1.54,0.93,4.99,10.14,8.75,-4.26,0.07,,False,False,False,False,False,0,2026-06-22
INDIANHUME.NS,The Indian Hume Pipe Company Limited,Industrials,316.55,16676413440.0,11.820388,1.1215831,9.86,28.091,26.78,8.46,63.0,0.10808,-12.45,-74.71,-8.93,5,13055683000.0,14912314000.0,13828779000.0,15406477000.0,1411106000.0,5580524000.0,776278000.0,557031000.0,4169756000.0,4578489000.0,5105427000.0,6334141000.0,14843598000.0,13766673000.0,8292580000.0,6953197000.0,9.51,40.54,9.36,8.01,28.09,33.26,61.57,91.1,2.08,0.44,10.75,True,True,False,False,False,1,2026-06-22
INDIASHLTR.NS,India Shelter Finance Corporation Limited,Financial Services,788.0,85722652672.0,17.472284,2.6683733,17.04,195.303,45.1,5.72,127.0,0.48219,30.38,33.95,25.7,5,13778827000.0,10568278000.0,6819552000.0,4966287000.0,5050643000.0,3770468000.0,2475976000.0,1553421000.0,62460369000.0,49690571000.0,34150987000.0,29888690000.0,31981246000.0,27087354000.0,22986657000.0,12405267000.0,15.79,13.92,10.77,12.52,195.3,183.45,148.57,240.94,-2.35,1.62,-7.51,False,False,True,False,False,1,2026-06-22
INDIGO.NS,InterGlobe Aviation Limited,Industrials,5022.0,1941793931264.0,,27.844467,,866.462,-61.76,,24.0,0.03793,5.15,-132.95,16.37,5,849619000000.0,808029000000.0,673868000000.0,536076670000.0,-23919000000.0,72584000000.0,81725000000.0,-3057890000.0,777492000000.0,668098000000.0,512801000000.0,448542130000.0,69711000000.0,93682000000.0,19965000000.0,-62465160000.0,-34.31,77.48,409.34,,1115.31,713.16,2568.5,,,-0.31,,True,False,False,False,False,0,2026-06-22
INDIGOPNTS.NS,Indigo Paints Limited,Basic Materials,1020.95,48674467840.0,33.650295,4.2164845,13.51,1.831,30.34,2.97,34.0,0.10326,4.8,2.34,-22.51,5,14050168000.0,13406729000.0,13003816000.0,10683276000.0,1450752000.0,1417589000.0,1473189000.0,1319394000.0,211305000.0,272704000.0,210292000.0,118553000.0,11539667000.0,10305794000.0,9021363000.0,7761275000.0,12.57,13.76,16.33,17.0,1.83,2.65,2.33,1.53,1.53,1.0,-34.1,True,False,False,False,True,1,2026-06-22
INDIQUBE.NS,INDIQUBE SPACES LIMITED,Real Estate,175.05,37110185984.0,,6.4189067,-41.57,1011.578,-5.28,,,-0.0733,36.96,-23.83,27.38,5,14508120000.0,10592860000.0,8305730000.0,5797380000.0,-1063420000.0,-1396170000.0,-3415080000.0,-1981090000.0,52070870000.0,40877800000.0,30486140000.0,29258120000.0,5147490000.0,-31110000.0,1306330000.0,-3081010000.0,-20.66,,-261.43,,1011.58,,2333.72,,,,,True,False,False,False,False,0,2026-06-22
INDNIPPON.NS,India Nippon Electricals Limited,Consumer Cyclical,915.0,20698603520.0,18.635439,2.6365151,14.51,,49.1,5.37,170.0,0.104040004,26.47,35.11,-9.95,5,10684800000.0,8448300000.0,7167000000.0,6462100000.0,1111700000.0,822800000.0,593000000.0,482300000.0,19000000.0,21100000.0,29400000.0,36500000.0,8213300000.0,7111800000.0,6232500000.0,5603300000.0,13.54,11.57,9.51,8.61,0.23,0.3,0.47,0.65,0.36,1.57,9.51,False,False,False,False,True,1,2026-06-22
INDOAMIN.NS,Indo Amines Limited,Basic Materials,142.44,10339372032.0,13.201113,2.727116,22.3,78.948,10.79,7.58,35.0,0.0684,7.51,41.92,9.3,5,11596609000.0,10786786000.0,9434575000.0,9412422000.0,793256000.0,558954000.0,427458000.0,408766000.0,3108783000.0,2844225000.0,2169859000.0,2320659000.0,3923452000.0,3176271000.0,2646765000.0,2253700000.0,20.22,17.6,16.15,18.14,79.24,89.55,81.98,102.97,0.99,1.61,-27.67,True,False,True,False,False,1,2026-06-22
INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,362.4,11629415424.0,23.141762,3.007344,13.93,0.37,15.66,4.32,27.0,0.23332001,22.93,18.27,4286.5,5,2154511000.0,1752611000.0,1913030000.0,2250793000.0,502698000.0,425053000.0,389776000.0,506940000.0,14300000.0,326000.0,326000.0,327000.0,3865830000.0,3354331000.0,2934098000.0,2550519000.0,13.0,12.67,13.28,19.88,0.37,0.01,0.01,0.01,1.73,1.23,18.44,True,False,False,False,True,1,2026-06-22
INDOCO.NS,Indoco Remedies Limited,Healthcare,233.2,21494906880.0,,2.0905423,-10.12,116.912,-10.69,,9.0,-0.05156,9.24,29.03,9.68,5,17929400000.0,16412900000.0,17882155000.0,16400480000.0,-951500000.0,-737400000.0,984601000.0,1422515000.0,10897500000.0,9935668000.0,6719533000.0,3328507000.0,9392800000.0,10219964000.0,11099001000.0,10282516000.0,-10.13,-7.22,8.87,13.83,116.02,97.22,60.54,32.37,,-0.97,,True,False,False,False,False,0,2026-06-22
INDOFARM.NS,INDO FARM EQUIPMENT LTD,Industrials,150.0,7207739904.0,29.18288,1.2983752,4.54,26.874,5.14,3.43,,0.05612,13.64,4.87,-13.77,5,4400205000.0,3871892000.0,3746875000.0,3702300000.0,246935000.0,235468000.0,154028000.0,153720000.0,1495471000.0,1734320000.0,2721640000.0,2806530000.0,5564817000.0,5313471000.0,3170624000.0,2903740000.0,4.44,4.43,4.86,5.29,26.87,32.64,85.84,96.65,1.2,1.27,-85.57,True,False,False,False,True,1,2026-06-22
INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,46.5,12141761536.0,8.086957,2.3349233,33.86,219.556,5.75,12.37,,0.03059,15.29,10629.29,0.31,5,49100600000.0,42589300000.0,36961000000.0,39073100000.0,1502100000.0,14000000.0,-2034400000.0,-245600000.0,11398700000.0,11363500000.0,13393300000.0,8901300000.0,5191700000.0,3682100000.0,3681000000.0,5726600000.0,28.93,0.38,-55.27,-4.29,219.56,308.61,363.85,155.44,0.89,107.29,-100.75,False,False,True,False,False,1,2026-06-22
INDOSTAR.NS,IndoStar Capital Finance Limited,Financial Services,249.2,40266985472.0,27.596899,1.0643523,3.52,144.787,9.03,3.62,,0.0,3.51,16.54,-20.82,5,13626800000.0,13164300000.0,9255823000.0,10857339000.0,1404500000.0,1205200000.0,1158301000.0,2251466000.0,54767600000.0,69164823000.0,75716503000.0,56480495000.0,37826200000.0,36354232000.0,32352180000.0,31115871000.0,3.71,3.32,3.58,7.24,144.79,190.25,234.04,181.52,-7.04,1.19,-67.71,False,False,False,False,True,1,2026-06-22
INDOTECH.NS,Indo Tech Transformers Limited,Industrials,2679.7,28458414080.0,30.674221,21.410194,28.35,1.391,87.36,3.26,,0.11862001,27.84,45.23,-36.27,5,7820800000.0,6117800000.0,4979104000.0,3677023000.0,927700000.0,638800000.0,468602000.0,257018000.0,52000000.0,81588000.0,49955000.0,113351000.0,3737100000.0,2807525000.0,2171592000.0,1709037000.0,24.82,22.75,21.58,15.04,1.39,2.91,2.3,6.63,0.61,1.68,-24.49,True,False,False,True,True,2,2026-06-22
INDOTHAI.NS,Indo Thai Securities Limited,Financial Services,236.03,30357751808.0,44.787476,10.671399,28.29,8.366,5.27,2.23,7.0,0.65086,5.45,738.48,649.06,5,110377000.0,104670000.0,239677000.0,55823000.0,661608000.0,78906000.0,159797000.0,-64838000.0,239946000.0,32033000.0,57450000.0,31128000.0,2838594000.0,1792905000.0,729880000.0,585425000.0,23.31,4.4,21.89,-11.08,8.45,1.79,7.87,5.32,-0.51,5.54,-8.31,False,False,False,True,True,2,2026-06-22
INDOUS.NS,Indo Us Bio-Tech Limited,Basic Materials,90.49,1814505472.0,13.836391,1.9675161,15.34,40.024,6.54,7.23,,0.11882,6.36,-19.33,149.63,5,1104391000.0,1038384000.0,728362968.0,617447518.0,131229000.0,162674000.0,82405520.0,72403580.0,370355000.0,148362673.0,143242191.0,115991101.0,925339000.0,785184751.0,627471898.0,544958082.0,14.18,20.72,13.13,13.29,40.02,18.9,22.83,21.28,-0.96,1.07,-22.76,False,False,True,True,True,3,2026-06-22
INDPRUD.NS,Industrial And Prudential Investment Company Limited,,6500.0,,,1.2816613,7.7,,,,,9.68261,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,Healthcare,383.05,35115339776.0,19.123814,4.741657,27.47,4.979,20.03,5.23,118.0,0.123859994,9.3,14.06,12.52,5,14825100000.0,13563600000.0,12040600000.0,10649500000.0,1836200000.0,1609900000.0,1239600000.0,861500000.0,368600000.0,327600000.0,339500000.0,24800000.0,7403700000.0,5966800000.0,4777600000.0,3794500000.0,24.8,26.98,25.95,22.7,4.98,5.49,7.11,0.65,0.91,1.29,-21.6,True,False,True,True,True,3,2026-06-22
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,Healthcare,189.25,16457475072.0,39.182194,1.1416627,3.24,1.481,4.83,2.55,,0.06458,11.68,-83.47,-49.82,5,6412931000.0,5742392000.0,17091499000.0,12073100000.0,414153000.0,2504765000.0,5387502000.0,475966000.0,205013000.0,408564000.0,2167995000.0,8621016000.0,13840235000.0,11729997000.0,8120840000.0,6819307000.0,2.99,21.35,66.34,6.98,1.48,3.48,26.7,126.42,-1.69,0.1,65.01,False,False,False,False,True,1,2026-06-22
INDTERRAIN.NS,Indian Terrain Fashions Limited,Consumer Cyclical,33.5,1697356800.0,,0.910722,-2.68,55.334,-0.98,,,-0.012999999,10.88,-88.49,-13.29,5,3776700000.0,3406000000.0,4560100000.0,5008000000.0,-49100000.0,-426600000.0,-149300000.0,70900000.0,1017700000.0,1173700000.0,1433300000.0,1092800000.0,1839200000.0,1828200000.0,1968800000.0,2115400000.0,-2.67,-23.33,-7.58,3.35,55.33,64.2,72.8,51.66,,,,True,False,False,False,True,1,2026-06-22
INDUSINDBK.NS,IndusInd Bank Limited,Financial Services,943.95,735462359040.0,83.02111,1.1181698,1.36,,11.37,1.2,16.0,0.05158,-5.65,-65.47,-20.32,5,252113800000.0,267217500000.0,294653778000.0,254676829000.0,8893400000.0,25755400000.0,89773000000.0,74434978000.0,427891900000.0,537035526000.0,476114113000.0,490112342000.0,657396300000.0,648356868000.0,632075634000.0,550046134000.0,1.35,3.97,14.2,13.53,65.09,82.83,75.33,89.1,1.12,0.15,,True,False,False,False,False,0,2026-06-22
INDUSTOWER.NS,Indus Towers Limited,Communication Services,410.95,1083753234432.0,15.1642065,2.7335982,19.81,53.289,27.1,6.59,,0.21989,7.87,-28.06,-0.14,5,324931000000.0,301228000000.0,286006000000.0,283818000000.0,71449000000.0,99317000000.0,60362000000.0,20400000000.0,211269000000.0,211558000000.0,205310000000.0,191849000000.0,396456000000.0,324983000000.0,270388000000.0,211095000000.0,18.02,30.56,22.32,9.66,53.29,65.1,75.93,90.88,2.2,0.89,-51.64,True,False,True,False,True,2,2026-06-22
INFOBEAN.NS,InfoBeans Technologies Limited,Technology,168.99,16385176576.0,18.966331,3.964296,23.24,3.547,8.91,5.27,15.0,0.16874,30.09,128.23,-25.53,5,5135700000.0,3947800000.0,3685200000.0,3853200000.0,866600000.0,379700000.0,224700000.0,359600000.0,146700000.0,197000000.0,244900000.0,364700000.0,4135500000.0,3322300000.0,2957900000.0,2715400000.0,20.96,11.43,7.6,13.24,3.55,5.93,8.28,13.43,0.98,2.87,-2.01,True,False,True,True,True,3,2026-06-22
INFOMEDIA.NS,Infomedia Press Limited,Financial Services,5.98,300161152.0,,-0.467078,,,-0.42,,,0.0,,-19.58,1.46,4,0.0,0.0,0.0,0.0,-30020000.0,-37330000.0,-38729000.0,-34576000.0,385033000.0,379508000.0,368073000.0,356039000.0,-612197000.0,-582177000.0,-544847000.0,-506109000.0,,,,,,,,,,,,True,False,False,False,False,0,2026-06-22
INFY.NS,Infosys Limited,Technology,1054.2,4268039077888.0,13.887497,4.5760474,31.44,9.827,75.91,7.2,476.0,0.16434999,4.57,4.91,0.52,5,20158000000.0,19277000000.0,18562000000.0,18212000000.0,3313000000.0,3158000000.0,3167000000.0,2981000000.0,967000000.0,962000000.0,1002000000.0,1010000000.0,9786000000.0,11205000000.0,10559000000.0,9172000000.0,33.85,28.18,29.99,32.5,9.88,8.59,9.49,11.01,1.22,1.05,-23.42,True,False,True,True,True,3,2026-06-22
INGERRAND.NS,Ingersoll-Rand (India) Limited,Industrials,4600.0,145212801024.0,56.678165,23.584543,41.8,1.501,81.16,1.76,173.0,0.18388,4.2,-4.3,-14.24,5,13923700000.0,13362900000.0,11796593000.0,11307824000.0,2560300000.0,2675300000.0,2223871000.0,1826380000.0,90400000.0,105416000.0,60734000.0,46194000.0,6157200000.0,6093405000.0,5802720000.0,5780332000.0,41.58,43.9,38.32,31.6,1.47,1.73,1.05,0.8,1.07,1.05,-24.31,True,False,False,True,True,2,2026-06-22
INNOVACAP.NS,Innova Captab Limited,Healthcare,950.0,54363680768.0,38.63359,4.9838676,13.75,31.508,24.59,2.59,42.0,0.08645,29.93,9.87,1.65,4,16039070000.0,12344230000.0,10769590000.0,9253980000.0,1409170000.0,1282580000.0,943450000.0,679540000.0,3436900000.0,3381190000.0,2451040000.0,2369720000.0,10907920000.0,9594170000.0,8308940000.0,2765060000.0,12.92,13.37,11.35,24.58,31.51,35.24,29.5,85.7,0.83,1.27,-32.85,True,False,False,False,True,1,2026-06-22
INNOVANA.NS,INNOVANA THINKLABS LTD,Technology,315.6,6520295936.0,17.740303,3.8747225,14.92,20.735,17.79,5.64,,0.28829,27.86,-13.59,30.99,5,1323074000.0,1034797000.0,1008055000.0,791855000.0,381433000.0,441403000.0,409568000.0,269010000.0,579197000.0,442183000.0,226202000.0,123526000.0,2724458000.0,2054504000.0,1633120000.0,1112043000.0,14.0,21.48,25.08,24.19,21.26,21.52,13.85,11.11,0.7,0.9,7.74,True,False,False,False,True,1,2026-06-22
INNOVISION.NS,INNOVISION LIMITED,Industrials,296.5,7060641792.0,17.64881,5.4761376,19.33,42.508,16.8,5.67,,0.03765,9.81,25.28,57.34,4,9807760000.0,8931310000.0,5103260000.0,2555650000.0,369260000.0,294740000.0,103720000.0,88810000.0,1250570000.0,794800000.0,488470000.0,343930000.0,2941990000.0,822850000.0,524480000.0,402550000.0,12.55,35.82,19.78,22.06,42.51,96.59,93.13,85.44,-0.76,1.85,-43.66,False,False,True,True,True,3,2026-06-22
INOXGREEN.NS,Inox Green Energy Services Limited,Utilities,199.5,80097656832.0,72.545456,3.7239604,5.6,5.147,2.75,1.38,,0.24023001,27.62,417.12,-51.21,5,2810100000.0,2201900000.0,1923544000.0,1975755000.0,1023900000.0,198000000.0,279042000.0,-610457000.0,882800000.0,1809303000.0,1738020000.0,5949789000.0,17071100000.0,19671412000.0,13450282000.0,10856355000.0,6.0,1.01,2.07,-5.62,5.17,9.2,12.92,54.8,0.65,4.29,79.11,False,False,False,False,True,1,2026-06-22
